Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa]
1,1,1.18E-38,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
2,1,1.26E-07,-1.26E-07,0,-1.26E-07,-1.26E-07,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26E-07,0,-1,0,0,0,0,0,0,0
3,1,2.54E-07,-2.54E-07,0,-2.54E-07,-2.54E-07,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54E-07,0,-1,0,0,0,0,0,0,0
4,1,3.83E-07,-3.83E-07,0,-3.83E-07,-3.83E-07,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.83E-07,0,-1,0,0,0,0,0,0,0
5,1,5.11E-07,-5.11E-07,0,-5.11E-07,-5.11E-07,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.11E-07,0,-1,0,0,0,0,0,0,0
6,1,6.40E-07,-6.40E-07,0,-6.40E-07,-6.40E-07,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.40E-07,0,-1,0,0,0,0,0,0,0
7,1,7.68E-07,-7.68E-07,0,-7.68E-07,-7.68E-07,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.68E-07,0,-1,0,0,0,0,0,0,0
8,1,8.96E-07,-8.96E-07,0,-8.96E-07,-8.96E-07,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.96E-07,0,-1,0,0,0,0,0,0,0
9,1,1.02E-06,-1.02E-06,0,-1.02E-06,-1.02E-06,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02E-06,0,-1,0,0,0,0,0,0,0
10,1,1.15E-06,-1.15E-06,0,-1.15E-06,-1.15E-06,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15E-06,0,-1,0,0,0,0,0,0,0
11,1,1.28E-06,-1.28E-06,0,-1.28E-06,-1.28E-06,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28E-06,0,-1,0,0,0,0,0,0,0
12,1,1.41E-06,-1.41E-06,6.90E-10,-1.41E-06,-1.40E-06,-9.87E-08,6.90E-10,-1.0214,-0.92603,-0.8359,2.77E-03,-2.69E+07,6.03E+06,-2.69E+07,6.03E+06,-9.49E+06,5.14E+06,0,6.04E-04,0,3.59E-05,0,6.04E-04,0,3.53E+07,0,8.23E+06,0,3.53E+07,-1.41E-06,6.90E-10,-1.0214,2.77E-03,-2.69E+07,6.03E+06,0,6.04E-04,0,3.53E+07
13,1,1.54E-06,-1.54E-06,6.35E-11,-1.54E-06,-1.52E-06,-2.08E-07,6.35E-11,-1.0155,-0.91425,-0.85293,9.18E-04,-6.54E+06,1.69E+07,-6.54E+06,1.69E+07,-2.30E+06,3.30E+06,0,1.23E-03,0,6.38E-05,0,1.23E-03,0,7.16E+07,0,1.32E+07,0,7.16E+07,-1.54E-06,6.35E-11,-1.0155,9.18E-04,-6.54E+06,1.69E+07,0,1.23E-03,0,7.16E+07
14,1,1.67E-06,-1.67E-06,1.30E-10,-1.67E-06,-1.65E-06,-3.17E-07,1.30E-10,-1.0102,-0.9323,-0.85075,1.34E-03,-4.50E+06,6.13E+06,-4.50E+06,6.13E+06,-1.57E+06,3.69E+06,0,1.84E-03,7.50E-10,9.66E-05,0,1.84E-03,0,1.08E+08,90.082,2.04E+07,0,1.08E+08,-1.67E-06,1.30E-10,-1.0102,1.34E-03,-4.50E+06,6.13E+06,0,1.84E-03,0,1.08E+08
15,1,1.80E-06,-1.80E-06,2.21E-10,-1.80E-06,-1.77E-06,-4.27E-07,2.21E-10,-1.0023,-0.943,-0.85719,1.98E-03,-3.59E+06,4.73E+06,-3.07E+06,4.73E+06,-3.59E+06,1.59E+06,0,2.45E-03,6.73E-09,1.30E-04,0,2.45E-03,0,1.43E+08,2826.9,2.75E+07,0,1.43E+08,-1.80E-06,2.21E-10,-1.0023,1.98E-03,-3.59E+06,4.73E+06,0,2.45E-03,0,1.43E+08
16,1,1.92E-06,-1.92E-06,4.13E-10,-1.92E-06,-1.89E-06,-5.36E-07,4.13E-10,-1.0004,-0.94102,-0.84979,2.15E-03,-2.92E+06,2.61E+06,-2.92E+06,2.61E+06,-1.66E+06,1.31E+06,0,3.08E-03,2.66E-08,1.62E-04,0,3.08E-03,0,1.80E+08,11450,3.43E+07,0,1.80E+08,-1.92E-06,4.13E-10,-1.0004,2.15E-03,-2.92E+06,2.61E+06,0,3.08E-03,0,1.80E+08
17,1,2.05E-06,-2.05E-06,5.10E-10,-2.05E-06,-2.01E-06,-6.45E-07,5.10E-10,-1.0016,-0.93627,-0.83948,1.69E-02,-2.92E+06,3.28E+06,-2.92E+06,3.28E+06,-2.73E+06,1.98E+06,0,3.69E-03,3.76E-08,1.95E-04,0,3.69E-03,0,2.15E+08,14108,4.11E+07,0,2.15E+08,-2.05E-06,5.10E-10,-1.0016,1.69E-02,-2.92E+06,3.28E+06,0,3.69E-03,0,2.15E+08
18,1,2.18E-06,-2.18E-06,4.32E-10,-2.18E-06,-2.13E-06,-7.53E-07,4.32E-10,-0.99696,-0.93103,-0.83441,1.04E-02,-1.57E+06,1.88E+06,-1.57E+06,1.66E+06,-1.57E+06,1.88E+06,0,4.33E-03,3.06E-08,2.28E-04,0,4.33E-03,0,2.52E+08,8133.4,4.82E+07,0,2.52E+08,-2.18E-06,4.32E-10,-0.99696,1.04E-02,-1.57E+06,1.88E+06,0,4.33E-03,0,2.52E+08
19,1,2.31E-06,-2.31E-06,1.79E-10,-2.31E-06,-2.25E-06,-8.60E-07,1.79E-10,-0.99545,-0.93469,-0.83732,1.89E-02,-3.36E+06,1.60E+06,-3.36E+06,1.60E+06,-1.80E+06,1.20E+06,0,4.98E-03,4.44E-08,2.62E-04,0,4.98E-03,0,2.90E+08,18928,5.54E+07,0,2.90E+08,-2.31E-06,1.79E-10,-0.99545,1.89E-02,-3.36E+06,1.60E+06,0,4.98E-03,0,2.90E+08
20,1,2.44E-06,-2.43E-06,3.88E-10,-2.43E-06,-2.37E-06,-9.68E-07,3.88E-10,-0.99068,-0.93307,-0.8354,6.41E-03,-3.04E+06,1.65E+06,-3.04E+06,1.65E+06,-1.76E+06,1.10E+06,0,5.63E-03,4.22E-08,2.97E-04,0,5.63E-03,0,3.28E+08,18326,6.27E+07,0,3.28E+08,-2.43E-06,3.88E-10,-0.99068,6.41E-03,-3.04E+06,1.65E+06,0,5.63E-03,0,3.28E+08
21,1,2.57E-06,-2.56E-06,6.50E-10,-2.56E-06,-2.49E-06,-1.08E-06,6.50E-10,-0.98774,-0.93087,-0.84075,4.38E-03,-1.48E+06,2.11E+06,-1.48E+06,2.11E+06,-1.18E+06,1.80E+06,0,6.25E-03,3.49E-08,3.29E-04,0,6.25E-03,0,3.64E+08,15161,6.95E+07,0,3.64E+08,-2.56E-06,6.50E-10,-0.98774,4.38E-03,-1.48E+06,2.11E+06,0,6.25E-03,0,3.64E+08
22,1,2.69E-06,-2.69E-06,8.16E-10,-2.69E-06,-2.61E-06,-1.18E-06,8.16E-10,-0.9876,-0.92637,-0.84009,5.04E-03,-1.18E+06,2.25E+06,-1.18E+06,2.25E+06,-9.25E+05,8.06E+05,0,6.85E-03,2.07E-08,3.61E-04,0,6.85E-03,0,3.98E+08,8239.4,7.62E+07,0,3.98E+08,-2.69E-06,8.16E-10,-0.9876,5.04E-03,-1.18E+06,2.25E+06,0,6.85E-03,0,3.98E+08
23,1,2.82E-06,-2.81E-06,8.35E-10,-2.81E-06,-2.73E-06,-1.29E-06,8.35E-10,-0.98176,-0.92517,-0.83407,5.91E-03,-1.72E+06,2.40E+06,-1.72E+06,2.40E+06,-1.23E+06,8.10E+05,0,7.46E-03,2.37E-08,3.93E-04,0,7.46E-03,0,4.34E+08,8816.6,8.31E+07,0,4.34E+08,-2.81E-06,8.35E-10,-0.98176,5.91E-03,-1.72E+06,2.40E+06,0,7.46E-03,0,4.34E+08
24,1,2.95E-06,-2.94E-06,6.98E-10,-2.94E-06,-2.84E-06,-1.40E-06,6.98E-10,-0.9781,-0.92247,-0.83399,4.87E-03,-1.53E+06,1.24E+06,-1.53E+06,1.24E+06,-9.12E+05,8.69E+05,0,8.07E-03,6.26E-08,4.25E-04,0,8.07E-03,0,4.69E+08,25846,8.98E+07,0,4.69E+08,-2.94E-06,6.98E-10,-0.9781,4.87E-03,-1.53E+06,1.24E+06,0,8.07E-03,0,4.69E+08
25,1,3.08E-06,-3.06E-06,7.11E-10,-3.06E-06,-2.96E-06,-1.50E-06,7.11E-10,-0.97424,-0.91123,-0.82288,5.07E-03,-1.38E+06,9.41E+05,-1.22E+06,7.18E+05,-1.38E+06,9.41E+05,0,8.68E-03,8.91E-08,4.58E-04,0,8.68E-03,0,5.05E+08,36677,9.67E+07,0,5.05E+08,-3.06E-06,7.11E-10,-0.97424,5.07E-03,-1.38E+06,9.41E+05,0,8.68E-03,0,5.05E+08
26,1,3.21E-06,-3.19E-06,6.90E-10,-3.19E-06,-3.08E-06,-1.61E-06,6.90E-10,-0.96979,-0.91002,-0.81577,1.11E-02,-1.08E+06,1.90E+06,-1.08E+06,1.90E+06,-7.04E+05,5.77E+05,0,9.31E-03,8.57E-08,4.91E-04,0,9.31E-03,0,5.41E+08,37059,1.04E+08,0,5.41E+08,-3.19E-06,6.90E-10,-0.96979,1.11E-02,-1.08E+06,1.90E+06,0,9.31E-03,0,5.41E+08
27,1,3.34E-06,-3.31E-06,5.36E-10,-3.31E-06,-3.20E-06,-1.72E-06,5.36E-10,-0.96482,-0.91393,-0.82538,7.06E-03,-9.17E+05,1.38E+06,-9.17E+05,1.38E+06,-7.51E+05,8.45E+05,0,9.91E-03,9.29E-08,5.23E-04,0,9.91E-03,0,5.75E+08,40304,1.10E+08,0,5.75E+08,-3.31E-06,5.36E-10,-0.96482,7.06E-03,-9.17E+05,1.38E+06,0,9.91E-03,0,5.75E+08
28,1,3.46E-06,-3.44E-06,5.03E-10,-3.44E-06,-3.31E-06,-1.82E-06,5.03E-10,-0.95996,-0.91042,-0.82891,6.20E-03,-1.16E+06,1.18E+06,-6.09E+05,1.18E+06,-1.16E+06,4.53E+05,0,1.05E-02,8.94E-08,5.53E-04,0,1.05E-02,0,6.06E+08,33378,1.17E+08,0,6.06E+08,-3.44E-06,5.03E-10,-0.95996,6.20E-03,-1.16E+06,1.18E+06,0,1.05E-02,0,6.06E+08
29,1,3.59E-06,-3.56E-06,1.08E-09,-3.56E-06,-3.43E-06,-1.93E-06,1.08E-09,-0.95543,-0.90836,-0.83436,6.31E-03,-5.92E+05,7.83E+05,-5.92E+05,7.83E+05,-5.89E+05,7.08E+05,0,1.10E-02,1.03E-07,5.81E-04,0,1.10E-02,0,6.33E+08,43705,1.23E+08,0,6.33E+08,-3.56E-06,1.08E-09,-0.95543,6.31E-03,-5.92E+05,7.83E+05,0,1.10E-02,0,6.33E+08
30,1,3.72E-06,-3.68E-06,1.16E-09,-3.68E-06,-3.55E-06,-2.04E-06,1.16E-09,-0.95004,-0.91195,-0.85205,4.61E-03,-7.10E+05,8.69E+05,-7.10E+05,4.66E+05,-4.90E+05,8.69E+05,0,1.14E-02,7.16E-08,6.06E-04,0,1.14E-02,0,6.54E+08,29537,1.28E+08,0,6.54E+08,-3.68E-06,1.16E-09,-0.95004,4.61E-03,-7.10E+05,8.69E+05,0,1.14E-02,0,6.54E+08
31,1,3.85E-06,-3.80E-06,1.04E-09,-3.80E-06,-3.66E-06,-2.15E-06,1.04E-09,-0.94488,-0.9163,-0.87274,5.75E-03,-1.45E+06,2.14E+06,-6.55E+05,5.13E+05,-1.45E+06,2.14E+06,0,1.17E-02,8.72E-08,6.24E-04,0,1.17E-02,0,6.72E+08,32961,1.32E+08,0,6.72E+08,-3.80E-06,1.04E-09,-0.94488,5.75E-03,-1.45E+06,2.14E+06,0,1.17E-02,0,6.72E+08
32,1,3.98E-06,-3.92E-06,8.11E-10,-3.92E-06,-3.78E-06,-2.26E-06,8.11E-10,-0.93945,-0.91998,-0.8921,3.97E-02,-1.67E+06,1.02E+06,-7.84E+05,6.23E+05,-1.67E+06,1.02E+06,0,1.18E-02,1.06E-07,6.35E-04,0,1.18E-02,0,6.84E+08,42817,1.34E+08,0,6.84E+08,-3.92E-06,8.11E-10,-0.93945,3.97E-02,-1.67E+06,1.02E+06,0,1.18E-02,0,6.84E+08
33,1,4.11E-06,-4.04E-06,9.26E-10,-4.04E-06,-3.90E-06,-2.38E-06,9.26E-10,-0.93454,-0.92019,-0.89784,7.60E-02,-1.90E+06,2.04E+06,-4.27E+05,5.09E+05,-1.90E+06,2.04E+06,0,1.19E-02,1.06E-07,6.44E-04,0,1.19E-02,0,6.93E+08,41356,1.36E+08,0,6.93E+08,-4.04E-06,9.26E-10,-0.93454,7.60E-02,-1.90E+06,2.04E+06,0,1.19E-02,0,6.93E+08
34,1,4.23E-06,-4.16E-06,7.75E-10,-4.16E-06,-4.02E-06,-2.49E-06,7.75E-10,-0.92895,-0.91381,-0.89217,6.27E-02,-7.86E+05,1.02E+06,-2.64E+05,1.02E+06,-7.86E+05,9.07E+05,0,1.19E-02,1.03E-07,6.52E-04,0,1.19E-02,0,7.00E+08,43223,1.38E+08,0,7.00E+08,-4.16E-06,7.75E-10,-0.92895,6.27E-02,-7.86E+05,1.02E+06,0,1.19E-02,0,7.00E+08
35,1,4.36E-06,-4.28E-06,6.46E-10,-4.28E-06,-4.13E-06,-2.60E-06,6.46E-10,-0.92274,-0.90701,-0.88474,5.78E-02,-1.02E+06,7.14E+05,-4.33E+05,7.14E+05,-1.02E+06,4.82E+05,0,1.19E-02,1.18E-07,6.60E-04,0,1.19E-02,0,7.07E+08,50233,1.39E+08,0,7.07E+08,-4.28E-06,6.46E-10,-0.92274,5.78E-02,-1.02E+06,7.14E+05,0,1.19E-02,0,7.07E+08
36,1,4.49E-06,-4.40E-06,6.75E-10,-4.40E-06,-4.25E-06,-2.72E-06,6.75E-10,-0.9164,-0.89614,-0.86199,3.02E-02,-1.36E+06,8.06E+05,-3.78E+05,8.06E+05,-1.36E+06,3.57E+05,0,1.19E-02,1.27E-07,6.67E-04,0,1.19E-02,0,7.14E+08,52754,1.41E+08,0,7.14E+08,-4.40E-06,6.75E-10,-0.9164,3.02E-02,-1.36E+06,8.06E+05,0,1.19E-02,0,7.14E+08
37,1,4.62E-06,-4.52E-06,9.55E-10,-4.52E-06,-4.37E-06,-2.83E-06,9.55E-10,-0.91064,-0.89816,-0.87971,7.07E-03,-1.15E+06,7.14E+05,-7.02E+05,5.48E+05,-1.15E+06,7.14E+05,0,1.19E-02,7.83E-08,6.75E-04,0,1.19E-02,0,7.19E+08,32357,1.43E+08,0,7.19E+08,-4.52E-06,9.55E-10,-0.91064,7.07E-03,-1.15E+06,7.14E+05,0,1.19E-02,0,7.19E+08
38,1,4.75E-06,-4.63E-06,1.32E-09,-4.63E-06,-4.48E-06,-2.94E-06,1.32E-09,-0.9049,-0.89283,-0.87288,3.98E-03,-1.15E+06,5.12E+05,-3.40E+05,3.29E+05,-1.15E+06,5.12E+05,0,1.19E-02,7.86E-08,6.82E-04,0,1.19E-02,0,7.24E+08,33837,1.44E+08,0,7.24E+08,-4.63E-06,1.32E-09,-0.9049,3.98E-03,-1.15E+06,5.12E+05,0,1.19E-02,0,7.24E+08
39,1,4.88E-06,-4.75E-06,1.27E-09,-4.75E-06,-4.60E-06,-3.05E-06,1.27E-09,-0.89891,-0.88143,-0.86847,1.63E-02,-8.97E+05,6.49E+05,-8.97E+05,4.88E+05,-5.75E+05,6.49E+05,0,1.19E-02,6.23E-08,6.89E-04,0,1.19E-02,0,7.30E+08,22762,1.46E+08,0,7.30E+08,-4.75E-06,1.27E-09,-0.89891,1.63E-02,-8.97E+05,6.49E+05,0,1.19E-02,0,7.30E+08
40,1,5.00E-06,-4.86E-06,9.38E-10,-4.86E-06,-4.71E-06,-3.16E-06,9.38E-10,-0.8931,-0.87578,-0.84244,4.23E-02,-1.32E+06,2.88E+06,-3.04E+05,7.58E+05,-1.32E+06,2.88E+06,0,1.20E-02,9.58E-08,6.97E-04,0,1.20E-02,0,7.35E+08,35727,1.47E+08,0,7.35E+08,-4.86E-06,9.38E-10,-0.8931,4.23E-02,-1.32E+06,2.88E+06,0,1.20E-02,0,7.35E+08
41,1,5.13E-06,-4.98E-06,8.32E-10,-4.98E-06,-4.82E-06,-3.27E-06,8.32E-10,-0.88753,-0.87544,-0.86217,6.41E-02,-1.41E+06,8.59E+05,-5.04E+05,7.92E+05,-1.41E+06,8.59E+05,0,1.20E-02,1.35E-07,7.05E-04,0,1.20E-02,0,7.40E+08,56997,1.49E+08,0,7.40E+08,-4.98E-06,8.32E-10,-0.88753,6.41E-02,-1.41E+06,8.59E+05,0,1.20E-02,0,7.40E+08
42,1,5.26E-06,-5.09E-06,6.79E-10,-5.09E-06,-4.93E-06,-3.38E-06,6.79E-10,-0.88155,-0.86449,-0.82631,5.72E-02,-1.84E+06,4.66E+06,-7.04E+05,9.29E+05,-1.84E+06,4.66E+06,0,1.20E-02,1.28E-07,7.12E-04,0,1.20E-02,0,7.45E+08,55839,1.50E+08,0,7.45E+08,-5.09E-06,6.79E-10,-0.88155,5.72E-02,-1.84E+06,4.66E+06,0,1.20E-02,0,7.45E+08
43,1,5.39E-06,-5.20E-06,6.08E-10,-5.20E-06,-5.04E-06,-3.49E-06,6.08E-10,-0.87517,-0.86084,-0.84339,3.79E-02,-1.78E+06,1.02E+06,-6.97E+05,6.39E+05,-1.78E+06,1.02E+06,0,1.20E-02,1.10E-07,7.20E-04,0,1.20E-02,0,7.49E+08,47341,1.52E+08,0,7.49E+08,-5.20E-06,6.08E-10,-0.87517,3.79E-02,-1.78E+06,1.02E+06,0,1.20E-02,0,7.49E+08
44,1,5.52E-06,-5.32E-06,7.84E-10,-5.32E-06,-5.15E-06,-3.60E-06,7.84E-10,-0.86848,-0.85632,-0.83898,2.68E-02,-9.76E+05,8.82E+05,-5.30E+05,3.86E+05,-9.76E+05,8.82E+05,0,1.21E-02,1.22E-07,7.27E-04,0,1.21E-02,0,7.53E+08,51630,1.54E+08,0,7.53E+08,-5.32E-06,7.84E-10,-0.86848,2.68E-02,-9.76E+05,8.82E+05,0,1.21E-02,0,7.53E+08
45,1,5.65E-06,-5.43E-06,1.11E-09,-5.43E-06,-5.26E-06,-3.71E-06,1.11E-09,-0.86216,-0.84946,-0.83198,1.57E-02,-1.12E+06,1.32E+06,-2.52E+05,4.15E+05,-1.12E+06,1.32E+06,0,1.21E-02,1.17E-07,7.33E-04,0,1.21E-02,0,7.57E+08,48413,1.55E+08,0,7.57E+08,-5.43E-06,1.11E-09,-0.86216,1.57E-02,-1.12E+06,1.32E+06,0,1.21E-02,0,7.57E+08
46,1,5.78E-06,-5.54E-06,1.33E-09,-5.54E-06,-5.37E-06,-3.81E-06,1.33E-09,-0.85669,-0.74377,-0.98231,1.03E-02,-3.15E+07,1.95E+07,-4.85E+06,1.95E+07,-3.15E+07,1.08E+06,0,1.21E-02,1.13E-07,7.40E-04,0,1.21E-02,0,7.60E+08,48082,1.56E+08,0,7.60E+08,-5.54E-06,1.33E-09,-0.98231,1.03E-02,-3.15E+07,1.95E+07,0,1.21E-02,0,7.60E+08
47,1,5.90E-06,-5.65E-06,1.17E-09,-5.65E-06,-5.48E-06,-3.92E-06,1.17E-09,-0.85492,-0.75298,-0.82292,3.83E-03,-8.82E+06,5.15E+06,-8.82E+06,2.44E+06,-7.63E+06,5.15E+06,0,1.21E-02,9.31E-08,7.31E-04,0,1.21E-02,0,7.67E+08,34479,1.55E+08,0,7.67E+08,-5.65E-06,1.17E-09,-0.85492,3.83E-03,-8.82E+06,5.15E+06,0,1.21E-02,0,7.67E+08
48,1,6.03E-06,-5.76E-06,8.72E-10,-5.76E-06,-5.58E-06,-4.03E-06,8.72E-10,-0.84264,-0.75392,-0.83294,7.53E-03,-3.02E+06,5.14E+06,-3.02E+06,5.14E+06,-3.02E+06,3.61E+06,0,1.21E-02,1.02E-07,7.21E-04,0,1.21E-02,0,7.73E+08,40015,1.62E+08,0,7.73E+08,-5.76E-06,8.72E-10,-0.84264,7.53E-03,-3.02E+06,5.14E+06,0,1.21E-02,0,7.73E+08
49,1,6.16E-06,-5.86E-06,6.79E-10,-5.86E-06,-5.67E-06,-4.14E-06,6.79E-10,-0.83605,-0.75349,-0.83502,5.39E-03,-2.81E+06,3.26E+06,-2.27E+06,1.54E+06,-2.81E+06,3.26E+06,0,1.21E-02,1.35E-07,7.16E-04,0,1.21E-02,0,7.79E+08,54778,1.71E+08,0,7.79E+08,-5.86E-06,6.79E-10,-0.83605,5.39E-03,-2.81E+06,3.26E+06,0,1.21E-02,0,7.79E+08
50,1,6.29E-06,-5.97E-06,1.04E-09,-5.97E-06,-5.77E-06,-4.24E-06,1.04E-09,-0.82961,-0.7385,-0.82528,3.99E-03,-2.84E+06,2.76E+06,-1.51E+06,1.54E+06,-2.84E+06,2.76E+06,0,1.21E-02,1.53E-07,7.13E-04,0,1.21E-02,0,7.84E+08,62887,1.80E+08,0,7.84E+08,-5.97E-06,1.04E-09,-0.82961,3.99E-03,-2.84E+06,2.76E+06,0,1.21E-02,0,7.84E+08
51,1,6.42E-06,-6.08E-06,1.24E-09,-6.08E-06,-5.86E-06,-4.35E-06,1.24E-09,-0.82177,-0.73214,-0.81882,5.16E-03,-1.62E+06,1.87E+06,-1.08E+06,1.02E+06,-1.62E+06,1.87E+06,0,1.21E-02,1.36E-07,7.38E-04,0,1.21E-02,0,7.89E+08,56688,1.90E+08,0,7.89E+08,-6.08E-06,1.24E-09,-0.82177,5.16E-03,-1.62E+06,1.87E+06,0,1.21E-02,0,7.89E+08
52,1,6.55E-06,-6.18E-06,1.35E-09,-6.18E-06,-5.96E-06,-4.45E-06,1.35E-09,-0.81407,-0.72834,-0.80672,1.35E-02,-1.79E+06,1.44E+06,-1.29E+06,1.44E+06,-1.79E+06,1.01E+06,0,1.21E-02,1.42E-07,7.69E-04,0,1.21E-02,0,7.94E+08,57669,1.99E+08,0,7.94E+08,-6.18E-06,1.35E-09,-0.81407,1.35E-02,-1.79E+06,1.44E+06,0,1.21E-02,0,7.94E+08
53,1,6.67E-06,-6.28E-06,1.38E-09,-6.28E-06,-6.05E-06,-4.56E-06,1.38E-09,-0.80548,-0.71824,-0.80273,6.23E-03,-1.03E+06,1.37E+06,-8.03E+05,9.93E+05,-1.03E+06,1.37E+06,0,1.21E-02,1.75E-07,8.01E-04,0,1.21E-02,0,7.99E+08,68887,2.09E+08,0,7.99E+08,-6.28E-06,1.38E-09,-0.80548,6.23E-03,-1.03E+06,1.37E+06,0,1.21E-02,0,7.99E+08
54,1,6.80E-06,-6.39E-06,1.30E-09,-6.39E-06,-6.14E-06,-4.66E-06,1.30E-09,-0.7968,-0.711,-0.79432,1.09E-02,-1.55E+06,2.09E+06,-7.51E+05,8.41E+05,-1.55E+06,2.09E+06,0,1.21E-02,1.48E-07,8.37E-04,0,1.21E-02,0,8.04E+08,64281,2.19E+08,0,8.04E+08,-6.39E-06,1.30E-09,-0.7968,1.09E-02,-1.55E+06,2.09E+06,0,1.21E-02,0,8.04E+08
55,1,6.93E-06,-6.49E-06,1.23E-09,-6.49E-06,-6.23E-06,-4.76E-06,1.23E-09,-0.78775,-0.69997,-0.78615,1.00E-02,-2.06E+06,7.49E+05,-7.24E+05,7.49E+05,-2.06E+06,6.22E+05,0,1.21E-02,1.25E-07,8.73E-04,0,1.21E-02,0,8.09E+08,53459,2.29E+08,0,8.09E+08,-6.49E-06,1.23E-09,-0.78775,1.00E-02,-2.06E+06,7.49E+05,0,1.21E-02,0,8.09E+08
56,1,7.06E-06,-6.59E-06,1.39E-09,-6.59E-06,-6.32E-06,-4.86E-06,1.39E-09,-0.77857,-0.69604,-0.77677,7.99E-03,-1.45E+06,1.03E+06,-8.27E+05,9.85E+05,-1.45E+06,1.03E+06,0,1.21E-02,1.25E-07,9.09E-04,0,1.21E-02,0,8.13E+08,51427,2.39E+08,0,8.13E+08,-6.59E-06,1.39E-09,-0.77857,7.99E-03,-1.45E+06,1.03E+06,0,1.21E-02,0,8.13E+08
57,1,7.19E-06,-6.69E-06,1.56E-09,-6.69E-06,-6.41E-06,-4.96E-06,1.56E-09,-0.76965,-0.68882,-0.76554,6.41E-03,-7.16E+05,1.45E+06,-6.05E+05,1.00E+06,-7.16E+05,1.45E+06,0,1.22E-02,1.43E-07,9.45E-04,0,1.22E-02,0,8.17E+08,53172,2.48E+08,0,8.17E+08,-6.69E-06,1.56E-09,-0.76965,6.41E-03,-7.16E+05,1.45E+06,0,1.22E-02,0,8.17E+08
58,1,7.32E-06,-6.79E-06,1.52E-09,-6.79E-06,-6.50E-06,-5.06E-06,1.52E-09,-0.7605,-0.67629,-0.75659,8.60E-03,-1.25E+06,7.52E+05,-8.59E+05,5.99E+05,-1.25E+06,7.52E+05,0,1.22E-02,1.72E-07,9.81E-04,0,1.22E-02,0,8.21E+08,66569,2.58E+08,0,8.21E+08,-6.79E-06,1.52E-09,-0.7605,8.60E-03,-1.25E+06,7.52E+05,0,1.22E-02,0,8.21E+08
