Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[G] Directional Velocity Flexible (Min) [m/s],[H] Directional Velocity Flexible (Max) [m/s],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa]
97,1,1.23E-05,-1.15E-04,3.60E-07,-1.15E-04,-1.11E-04,-1.11E-04,3.60E-07,-0.16887,1.5103,0.39272,1.5103,-0.16887,1.1579,-4.46E+06,7.17E+06,-3.92E+06,5.07E+06,-4.46E+06,7.17E+06,0.00E+00,7.94E-03,2.83E-06,7.58E-03,0,7.94E-03,0,2.66E+09,1.19E+06,2.66E+09,0,8.66E+08,-1.15E-04,3.60E-07,-0.16887,1.5103,-4.46E+06,7.17E+06,0,7.94E-03,0,2.66E+09
98,1,1.25E-05,-1.15E-04,4.19E-07,-1.15E-04,-1.11E-04,-1.11E-04,4.19E-07,-0.16338,1.7485,0.64929,1.7485,-0.16338,1.4001,-6.77E+06,5.55E+06,-1.44E+06,5.55E+06,-6.77E+06,4.90E+06,0.00E+00,7.87E-03,3.49E-06,7.53E-03,0,7.87E-03,0,2.64E+09,1.44E+06,2.64E+09,0,8.54E+08,-1.15E-04,4.19E-07,-0.16338,1.7485,-6.77E+06,5.55E+06,0,7.87E-03,0,2.64E+09
99,1,1.26E-05,-1.15E-04,5.04E-07,-1.15E-04,-1.11E-04,-1.11E-04,5.04E-07,-0.19892,2.0071,0.89352,2.0071,-0.19892,1.4957,-4.87E+06,5.60E+06,-1.76E+06,5.56E+06,-4.87E+06,5.60E+06,0.00E+00,7.80E-03,4.09E-06,7.49E-03,0,7.80E-03,0,2.62E+09,1.60E+06,2.62E+09,0,8.39E+08,-1.15E-04,5.04E-07,-0.19892,2.0071,-4.87E+06,5.60E+06,0,7.80E-03,0,2.62E+09
100,1,1.27E-05,-1.14E-04,6.00E-07,-1.14E-04,-1.10E-04,-1.11E-04,6.00E-07,-1.64E-01,2.2674,1.123,2.2674,-0.16441,1.4914,-4.48E+06,5.62E+06,-1.67E+06,5.60E+06,-4.48E+06,5.62E+06,0.00E+00,7.73E-03,4.67E-06,7.44E-03,0,7.73E-03,0,2.60E+09,1.77E+06,2.60E+09,0,8.27E+08,-1.14E-04,6.00E-07,-0.16441,2.2674,-4.48E+06,5.62E+06,0,7.73E-03,0,2.60E+09
101,1,1.28E-05,-1.14E-04,7.28E-07,-1.14E-04,-1.10E-04,-1.11E-04,7.28E-07,-1.72E-01,2.5198,1.3179,2.5198,-0.17244,1.6657,-5.92E+06,5.31E+06,-1.23E+06,4.79E+06,-5.92E+06,5.31E+06,0.00E+00,7.64E-03,3.84E-06,7.40E-03,0,7.64E-03,0,2.58E+09,1.35E+06,2.58E+09,0,8.18E+08,-1.14E-04,7.28E-07,-0.17244,2.5198,-5.92E+06,5.31E+06,0,7.64E-03,0,2.58E+09
102,1,1.30E-05,-1.14E-04,8.73E-07,-1.14E-04,-1.10E-04,-1.10E-04,8.73E-07,-1.82E-01,2.7793,1.5508,2.7793,-0.18224,1.8919,-3.73E+06,5.18E+06,-1.63E+06,4.74E+06,-3.73E+06,5.18E+06,0.00E+00,7.56E-03,3.65E-06,7.37E-03,0,7.56E-03,0,2.56E+09,1.50E+06,2.56E+09,0,8.11E+08,-1.14E-04,8.73E-07,-0.18224,2.7793,-3.73E+06,5.18E+06,0,7.56E-03,0,2.56E+09
103,1,1.31E-05,-1.14E-04,1.04E-06,-1.14E-04,-1.10E-04,-1.10E-04,1.04E-06,-1.80E-01,3.0095,1.777,3.0095,-0.17973,2.103,-4.86E+06,8.75E+06,-7.00E+05,4.79E+06,-4.86E+06,8.75E+06,0.00E+00,7.43E-03,3.50E-06,7.29E-03,0,7.43E-03,0,2.53E+09,1.51E+06,2.53E+09,0,7.96E+08,-1.14E-04,1.04E-06,-0.17973,3.0095,-4.86E+06,8.75E+06,0,7.43E-03,0,2.53E+09
104,1,1.32E-05,-1.14E-04,1.20E-06,-1.14E-04,-1.10E-04,-1.10E-04,1.20E-06,-0.17414,3.1986,1.9825,3.1986,-0.17414,2.2801,-4.58E+06,5.35E+06,-4.71E+05,3.53E+06,-4.58E+06,5.35E+06,0.00E+00,7.32E-03,3.41E-06,7.19E-03,0,7.32E-03,0,2.48E+09,1.48E+06,2.48E+09,0,7.84E+08,-1.14E-04,1.20E-06,-0.17414,3.1986,-4.58E+06,5.35E+06,0,7.32E-03,0,2.48E+09
105,1,1.34E-05,-1.13E-04,1.38E-06,-1.13E-04,-1.09E-04,-1.10E-04,1.38E-06,-0.1483,3.4068,2.1764,3.4068,-0.1483,2.4422,-4.65E+06,5.97E+06,-9.20E+05,4.37E+06,-4.65E+06,5.97E+06,0.00E+00,7.22E-03,3.26E-06,7.07E-03,0,7.22E-03,0,2.43E+09,1.21E+06,2.43E+09,0,7.73E+08,-1.13E-04,1.38E-06,-0.1483,3.4068,-4.65E+06,5.97E+06,0,7.22E-03,0,2.43E+09
106,1,1.35E-05,-1.13E-04,1.57E-06,-1.13E-04,-1.09E-04,-1.09E-04,1.57E-06,-0.14961,3.6232,2.3685,3.6232,-0.14961,2.6146,-5.20E+06,5.75E+06,-6.13E+05,4.16E+06,-5.20E+06,5.75E+06,0.00E+00,7.09E-03,2.54E-06,6.92E-03,0,7.09E-03,0,2.37E+09,9.61E+05,2.37E+09,0,7.59E+08,-1.13E-04,1.57E-06,-0.14961,3.6232,-5.20E+06,5.75E+06,0,7.09E-03,0,2.37E+09
107,1,1.36E-05,-1.13E-04,1.77E-06,-1.13E-04,-1.08E-04,-1.09E-04,1.77E-06,-0.16347,3.8388,2.5146,3.8388,-0.16347,2.8013,-4.67E+06,5.74E+06,-4.32E+06,5.74E+06,-4.67E+06,5.45E+06,0.00E+00,6.99E-03,2.07E-06,6.76E-03,0,6.99E-03,0,2.31E+09,8.42E+05,2.31E+09,0,7.44E+08,-1.13E-04,1.77E-06,-0.16347,3.8388,-4.67E+06,5.74E+06,0,6.99E-03,0,2.31E+09
108,1,1.37E-05,-1.12E-04,1.97E-06,-1.12E-04,-1.08E-04,-1.09E-04,1.97E-06,-0.14459,4.0169,2.6356,4.0169,-0.14459,2.9429,-3.02E+07,1.47E+07,-9.74E+06,1.47E+07,-3.02E+07,1.05E+07,0.00E+00,6.90E-03,3.35E-06,6.53E-03,0,6.90E-03,0.00E+00,2.22E+09,1.33E+06,2.22E+09,0,7.28E+08,-1.12E-04,1.97E-06,-0.14459,4.0169,-3.02E+07,1.47E+07,0,6.90E-03,0,2.22E+09
109,1,1.39E-05,-1.12E-04,2.18E-06,-1.12E-04,-1.07E-04,-1.08E-04,2.18E-06,-0.148,4.1741,2.7539,4.1741,-0.148,3.1169,-6.05E+06,1.20E+07,-4.04E+06,1.20E+07,-6.05E+06,1.18E+07,0.00E+00,6.80E-03,3.46E-06,6.19E-03,0,6.80E-03,0.00E+00,2.10E+09,1.46E+06,2.10E+09,0,7.15E+08,-1.12E-04,2.18E-06,-0.148,4.1741,-6.05E+06,1.20E+07,0,6.80E-03,0,2.10E+09
110,1,1.40E-05,-1.12E-04,2.39E-06,-1.12E-04,-1.07E-04,-1.08E-04,2.39E-06,-0.14707,4.3395,2.8767,4.3395,-0.14707,3.254,-1.42E+07,1.78E+07,-5.80E+06,6.99E+06,-1.42E+07,1.78E+07,0.00E+00,6.70E-03,2.61E-06,5.83E-03,0,6.70E-03,0.00E+00,1.97E+09,9.91E+05,1.97E+09,0,7.03E+08,-1.12E-04,2.39E-06,-0.14707,4.3395,-1.42E+07,1.78E+07,0,6.70E-03,0,1.97E+09
111,1,1.41E-05,-1.11E-04,2.62E-06,-1.11E-04,-1.06E-04,-1.08E-04,2.62E-06,-0.11233,4.5128,3.0399,4.5128,-0.11233,3.4355,-3.48E+07,1.57E+07,-3.48E+07,9.15E+06,-3.26E+07,1.57E+07,0.00E+00,6.56E-03,2.01E-06,5.48E-03,0,6.56E-03,0.00E+00,1.84E+09,7.32E+05,1.84E+09,0,6.85E+08,-1.11E-04,2.62E-06,-0.11233,4.5128,-3.48E+07,1.57E+07,0,6.56E-03,0,1.84E+09
112,1,1.42E-05,-1.11E-04,2.86E-06,-1.11E-04,-1.06E-04,-1.07E-04,2.86E-06,-0.17804,4.6348,3.1511,4.6348,-0.17804,3.5794,-1.17E+07,1.72E+07,-6.65E+06,1.72E+07,-1.17E+07,1.12E+07,0.00E+00,6.46E-03,9.87E-07,5.14E-03,0,6.46E-03,0.00E+00,1.71E+09,3.26E+05,1.71E+09,0,6.74E+08,-1.11E-04,2.86E-06,-0.17804,4.6348,-1.17E+07,1.72E+07,0,6.46E-03,0,1.71E+09
113,1,1.44E-05,-1.10E-04,3.11E-06,-1.10E-04,-1.05E-04,-1.07E-04,3.11E-06,-0.14093,4.7328,3.2519,4.7328,-0.14093,3.6481,-8.90E+06,8.19E+06,-4.78E+06,5.41E+06,-8.90E+06,8.19E+06,0.00E+00,6.39E-03,1.81E-06,4.79E-03,0,6.39E-03,0.00E+00,1.58E+09,7.55E+05,1.58E+09,0,6.63E+08,-1.10E-04,3.11E-06,-0.14093,4.7328,-8.90E+06,8.19E+06,0,6.39E-03,0,1.58E+09
114,1,1.45E-05,-1.10E-04,3.35E-06,-1.10E-04,-1.04E-04,-1.06E-04,3.35E-06,-0.14575,4.8371,3.3501,4.8371,-0.14575,3.7044,-4.33E+07,1.47E+07,-5.12E+06,1.47E+07,-4.33E+07,8.41E+06,0.00E+00,6.30E-03,1.12E-06,4.42E-03,0,6.30E-03,0.00E+00,1.45E+09,3.84E+05,1.45E+09,0,6.51E+08,-1.10E-04,3.35E-06,-0.14575,4.8371,-4.33E+07,1.47E+07,0,6.30E-03,0,1.45E+09
115,1,1.46E-05,-1.09E-04,3.62E-06,-1.09E-04,-1.04E-04,-1.06E-04,3.62E-06,-0.1424,4.9305,3.4181,4.9305,-0.1424,3.9696,-2.48E+07,1.58E+07,-1.88E+07,5.05E+06,-2.48E+07,1.58E+07,0.00E+00,6.20E-03,1.23E-06,4.05E-03,0,6.20E-03,0.00E+00,1.31E+09,4.63E+05,1.31E+09,0,6.39E+08,-1.09E-04,3.62E-06,-0.1424,4.9305,-2.48E+07,1.58E+07,0,6.20E-03,0,1.31E+09
116,1,1.48E-05,-1.09E-04,3.86E-06,-1.09E-04,-1.03E-04,-1.05E-04,3.86E-06,-0.13897,5.0269,3.4413,5.0269,-0.13897,4.0698,-1.10E+07,1.29E+07,-4.62E+06,1.29E+07,-1.10E+07,7.85E+06,0.00E+00,6.10E-03,1.12E-06,3.66E-03,0,6.10E-03,0.00E+00,1.17E+09,4.66E+05,1.17E+09,0,6.25E+08,-1.09E-04,3.86E-06,-0.13897,5.0269,-1.10E+07,1.29E+07,0,6.10E-03,0,1.17E+09
117,1,1.49E-05,-1.08E-04,4.11E-06,-1.08E-04,-1.02E-04,-1.05E-04,4.11E-06,-0.14875,5.1109,3.516,5.1109,-0.14875,4.1775,-2.35E+07,2.27E+07,-6.81E+06,2.27E+07,-2.35E+07,1.41E+07,0.00E+00,6.02E-03,7.14E-07,3.25E-03,0,6.02E-03,0.00E+00,1.06E+09,3.13E+05,1.06E+09,0,6.13E+08,-1.08E-04,4.11E-06,-0.14875,5.1109,-2.35E+07,2.27E+07,0,6.02E-03,0,1.06E+09
118,1,1.50E-05,-1.08E-04,4.35E-06,-1.08E-04,-1.02E-04,-1.04E-04,4.35E-06,-0.16872,5.1779,3.5012,5.1779,-0.16872,4.3282,-1.13E+07,1.28E+07,-9.04E+06,7.68E+06,-1.13E+07,1.28E+07,0.00E+00,5.88E-03,6.27E-07,2.97E-03,0,5.88E-03,0.00E+00,9.64E+08,2.63E+05,9.64E+08,0,5.96E+08,-1.08E-04,4.35E-06,-0.16872,5.1779,-1.13E+07,1.28E+07,0,5.88E-03,0,9.64E+08
119,1,1.51E-05,-1.08E-04,4.59E-06,-1.08E-04,-1.01E-04,-1.04E-04,4.59E-06,-0.15358,5.2275,3.5074,5.2275,-0.15358,4.0045,-5.61E+07,5.90E+07,-9.38E+06,5.90E+07,-5.61E+07,2.32E+07,0.00E+00,5.71E-03,2.96E-07,2.68E-03,0,5.71E-03,0.00E+00,8.69E+08,1.10E+05,8.69E+08,0,5.74E+08,-1.08E-04,4.59E-06,-0.15358,5.2275,-5.61E+07,5.90E+07,0,5.71E-03,0,8.69E+08
120,1,1.53E-05,-1.07E-04,4.79E-06,-1.07E-04,-1.00E-04,-1.03E-04,4.79E-06,-0.13702,5.2529,3.6504,5.2529,-0.13702,3.9822,-3.26E+07,8.64E+07,-2.52E+07,8.64E+07,-3.26E+07,2.54E+07,0.00E+00,5.60E-03,2.29E-07,2.20E-03,0,5.60E-03,0.00E+00,6.99E+08,6.71E+04,6.99E+08,0,5.57E+08,-1.07E-04,4.79E-06,-0.13702,5.2529,-3.26E+07,8.64E+07,0,5.60E-03,0,6.99E+08
121,1,1.54E-05,-1.06E-04,5.00E-06,-1.06E-04,-9.97E-05,-1.03E-04,5.00E-06,-0.15226,5.2464,3.4926,5.2464,-0.15226,4.1199,-6.88E+07,2.76E+07,-6.88E+07,2.49E+07,-3.34E+07,2.76E+07,0.00E+00,5.46E-03,1.40E-07,1.66E-03,0,5.46E-03,0.00E+00,5.42E+08,5.04E+04,5.15E+08,0,5.42E+08,-1.06E-04,5.00E-06,-0.15226,5.2464,-6.88E+07,2.76E+07,0,5.46E-03,0,5.42E+08
122,1,1.55E-05,-1.06E-04,5.15E-06,-1.06E-04,-9.91E-05,-1.02E-04,5.15E-06,-0.14954,5.2621,3.7315,5.2621,-0.14954,4.0006,-4.13E+07,6.04E+07,-1.45E+07,6.04E+07,-4.13E+07,2.39E+07,0.00E+00,5.36E-03,1.87E-07,1.37E-03,0,5.36E-03,0.00E+00,5.28E+08,5.49E+04,3.45E+08,0,5.28E+08,-1.06E-04,5.15E-06,-0.14954,5.2621,-4.13E+07,6.04E+07,0,5.36E-03,0,5.28E+08
123,1,1.57E-05,-1.05E-04,5.28E-06,-1.05E-04,-9.84E-05,-1.02E-04,5.28E-06,-0.17686,5.2799,3.6534,5.2799,-0.17686,4.6584,-3.74E+07,3.37E+07,-3.74E+07,3.37E+07,-3.69E+07,2.65E+07,0.00E+00,5.37E-03,1.13E-07,1.31E-03,0,5.37E-03,0.00E+00,5.20E+08,2.91E+04,2.10E+08,0,5.20E+08,-1.05E-04,5.28E-06,-0.17686,5.2799,-3.74E+07,3.37E+07,0,5.37E-03,0,5.20E+08
124,1,1.58E-05,-1.05E-04,5.37E-06,-1.05E-04,-9.77E-05,-1.01E-04,5.37E-06,-0.26294,5.2987,3.5971,5.2987,-0.26294,4.78,-6.59E+07,3.47E+07,-6.59E+07,3.47E+07,-6.03E+07,1.96E+07,0.00E+00,5.40E-03,1.22E-07,1.31E-03,0,5.40E-03,0.00E+00,5.20E+08,2.88E+04,2.04E+08,0,5.20E+08,-1.05E-04,5.37E-06,-0.26294,5.2987,-6.59E+07,3.47E+07,0,5.40E-03,0,5.20E+08
125,1,1.59E-05,-1.04E-04,5.42E-06,-1.04E-04,-9.70E-05,-1.01E-04,5.42E-06,-0.91247,5.2975,3.9937,5.2975,-0.91247,0.80131,-1.37E+08,2.98E+07,-4.26E+07,2.98E+07,-1.37E+08,2.09E+07,0.00E+00,5.37E-03,1.15E-07,1.31E-03,0,5.37E-03,0.00E+00,5.16E+08,1.58E+04,2.01E+08,0,5.16E+08,-1.04E-04,5.42E-06,-0.91247,5.2975,-1.37E+08,2.98E+07,0,5.37E-03,0,5.16E+08
126,1,1.60E-05,-1.04E-04,5.44E-06,-1.04E-04,-9.64E-05,-1.01E-04,5.44E-06,-0.80386,5.2798,4.0096,5.28E+00,-0.80386,0.41003,-6.95E+07,2.78E+07,-1.67E+07,2.78E+07,-6.95E+07,2.08E+07,0.00E+00,5.36E-03,8.57E-08,1.31E-03,0,5.36E-03,0.00E+00,5.19E+08,1.90E+04,2.02E+08,0,5.19E+08,-1.04E-04,5.44E-06,-0.80386,5.2798,-6.95E+07,2.78E+07,0,5.36E-03,0,5.19E+08
127,1,1.62E-05,-1.03E-04,5.42E-06,-1.03E-04,-9.57E-05,-1.01E-04,5.42E-06,-0.96071,5.2858,3.9883,5.2858,-0.96071,0.20813,-2.70E+07,4.27E+07,-2.28E+07,2.47E+07,-2.70E+07,4.27E+07,0.00E+00,5.33E-03,1.51E-07,1.31E-03,0,5.33E-03,0.00E+00,5.23E+08,3.16E+04,2.01E+08,0,5.23E+08,-1.03E-04,5.42E-06,-0.96071,5.2858,-2.70E+07,4.27E+07,0,5.33E-03,0,5.23E+08
128,1,1.63E-05,-1.03E-04,5.38E-06,-1.03E-04,-9.50E-05,-1.01E-04,5.38E-06,-0.88689,5.2865,4.0112,5.2865,-0.88689,0.18089,-2.26E+07,2.30E+07,-1.91E+07,2.30E+07,-2.26E+07,2.30E+07,0.00E+00,5.40E-03,2.33E-07,1.31E-03,0,5.40E-03,0.00E+00,5.28E+08,7.20E+04,2.01E+08,0,5.28E+08,-1.03E-04,5.38E-06,-0.88689,5.2865,-2.26E+07,2.30E+07,0,5.40E-03,0,5.28E+08
129,1,1.64E-05,-1.02E-04,5.36E-06,-1.02E-04,-9.43E-05,-1.01E-04,5.36E-06,-0.65204,5.3006,3.9784,5.3006,-0.65204,0.34225,-2.46E+07,2.00E+07,-1.44E+07,1.35E+07,-2.46E+07,2.00E+07,0.00E+00,5.38E-03,1.22E-07,1.31E-03,0,5.38E-03,0,5.28E+08,4.05E+04,2.01E+08,0,5.28E+08,-1.02E-04,5.36E-06,-0.65204,5.3006,-2.46E+07,2.00E+07,0,5.38E-03,0,5.28E+08
130,1,1.66E-05,-1.02E-04,5.36E-06,-1.02E-04,-9.37E-05,-1.01E-04,5.36E-06,-0.20382,5.2709,3.9649,5.2709,-0.20382,0.64733,-1.54E+07,3.61E+07,-1.15E+07,1.35E+07,-1.54E+07,3.61E+07,0.00E+00,5.37E-03,2.04E-07,1.31E-03,0,5.37E-03,0.00E+00,5.29E+08,4.73E+04,2.01E+08,0,5.29E+08,-1.02E-04,5.36E-06,-0.20382,5.2709,-1.54E+07,3.61E+07,0,5.37E-03,0,5.29E+08
131,1,1.67E-05,-1.01E-04,5.37E-06,-1.01E-04,-9.30E-05,-1.01E-04,5.37E-06,-0.29876,5.248,3.9604,5.248,-0.29876,0.94253,-2.13E+07,2.13E+07,-1.33E+07,1.04E+07,-2.13E+07,2.13E+07,0.00E+00,5.35E-03,1.70E-07,1.31E-03,0,5.35E-03,0.00E+00,5.23E+08,6.43E+04,2.02E+08,0,5.23E+08,-1.01E-04,5.37E-06,-0.29876,5.248,-2.13E+07,2.13E+07,0,5.35E-03,0,5.23E+08
132,1,1.68E-05,-1.01E-04,5.39E-06,-1.01E-04,-9.23E-05,-1.01E-04,5.39E-06,-0.26651,5.2675,3.9785,5.2675,-0.26651,0.63749,-2.02E+07,1.07E+07,-1.34E+07,9.74E+06,-2.02E+07,1.07E+07,0.00E+00,5.34E-03,1.52E-07,1.31E-03,0,5.34E-03,0.00E+00,5.16E+08,4.93E+04,2.02E+08,0,5.16E+08,-1.01E-04,5.39E-06,-0.26651,5.2675,-2.02E+07,1.07E+07,0,5.34E-03,0,5.16E+08
133,1,1.69E-05,-1.01E-04,5.42E-06,-1.00E-04,-9.16E-05,-1.01E-04,5.42E-06,-0.44674,5.3063,3.9841,5.3063,-0.44674,0.37332,-1.75E+07,1.35E+07,-7.58E+06,9.62E+06,-1.75E+07,1.35E+07,0.00E+00,5.35E-03,2.34E-07,1.31E-03,0,5.35E-03,0.00E+00,5.14E+08,5.76E+04,2.02E+08,0,5.14E+08,-1.01E-04,5.42E-06,-0.44674,5.3063,-1.75E+07,1.35E+07,0,5.35E-03,0,5.14E+08
134,1,1.71E-05,-1.01E-04,5.38E-06,-9.98E-05,-9.10E-05,-1.01E-04,5.38E-06,-0.64113,5.3071,4.0105,5.3071,-0.64113,0.20364,-1.71E+07,1.22E+07,-9.91E+06,8.24E+06,-1.71E+07,1.22E+07,0.00E+00,5.36E-03,2.29E-07,1.31E-03,0,5.36E-03,0,5.15E+08,8.97E+04,2.02E+08,0,5.15E+08,-1.01E-04,5.38E-06,-0.64113,5.3071,-1.71E+07,1.22E+07,0,5.36E-03,0,5.15E+08
135,1,1.72E-05,-1.01E-04,5.34E-06,-9.93E-05,-9.03E-05,-1.01E-04,5.34E-06,-0.65499,5.2986,3.9929,5.2986,-0.65499,0.16681,-1.29E+07,1.70E+07,-7.71E+06,8.86E+06,-1.29E+07,1.70E+07,0.00E+00,5.38E-03,2.05E-07,1.31E-03,0,5.38E-03,0.00E+00,5.18E+08,8.44E+04,2.01E+08,0,5.18E+08,-1.01E-04,5.34E-06,-0.65499,5.2986,-1.29E+07,1.70E+07,0,5.38E-03,0,5.18E+08
136,1,1.73E-05,-1.01E-04,5.33E-06,-9.88E-05,-8.96E-05,-1.01E-04,5.33E-06,-0.49381,5.282,3.9911,5.282,-0.49381,0.20173,-1.27E+07,1.94E+07,-6.25E+06,1.25E+07,-1.27E+07,1.94E+07,0.00E+00,5.37E-03,1.33E-07,1.31E-03,0,5.37E-03,0,5.17E+08,3.75E+04,2.01E+08,0,5.17E+08,-1.01E-04,5.33E-06,-0.49381,5.282,-1.27E+07,1.94E+07,0,5.37E-03,0,5.17E+08
137,1,1.75E-05,-1.01E-04,5.32E-06,-9.83E-05,-8.89E-05,-1.01E-04,5.32E-06,-0.24411,5.2692,4.0021,5.2692,-0.24411,0.43117,-1.43E+07,1.26E+07,-4.73E+06,7.35E+06,-1.43E+07,1.26E+07,0.00E+00,5.39E-03,1.43E-07,1.31E-03,0,5.39E-03,0,5.19E+08,4.73E+04,2.01E+08,0,5.19E+08,-1.01E-04,5.32E-06,-0.24411,5.2692,-1.43E+07,1.26E+07,0,5.39E-03,0,5.19E+08
138,1,1.76E-05,-1.01E-04,5.36E-06,-9.78E-05,-8.82E-05,-1.01E-04,5.36E-06,-0.17398,5.2659,3.9658,5.2659,-0.17398,0.64583,-1.17E+07,1.84E+07,-7.25E+06,5.93E+06,-1.17E+07,1.84E+07,0.00E+00,5.36E-03,1.51E-07,1.31E-03,0,5.36E-03,0,5.21E+08,4.72E+04,2.01E+08,0,5.21E+08,-1.01E-04,5.36E-06,-0.17398,5.2659,-1.17E+07,1.84E+07,0,5.36E-03,0,5.21E+08
139,1,1.77E-05,-1.01E-04,5.41E-06,-9.72E-05,-8.76E-05,-1.01E-04,5.41E-06,-0.1532,5.2709,3.9675,5.2709,-0.1532,0.55232,-1.08E+07,1.10E+07,-5.61E+06,3.03E+06,-1.08E+07,1.10E+07,0.00E+00,5.37E-03,1.64E-07,1.31E-03,0,5.37E-03,0.00E+00,5.22E+08,4.57E+04,2.02E+08,0,5.22E+08,-1.01E-04,5.41E-06,-0.1532,5.2709,-1.08E+07,1.10E+07,0,5.37E-03,0,5.22E+08
140,1,1.78E-05,-1.01E-04,5.45E-06,-9.67E-05,-8.69E-05,-1.01E-04,5.45E-06,-0.36361,5.2718,3.9633,5.2718,-0.36361,0.49134,-1.36E+07,7.11E+06,-4.76E+06,5.15E+06,-1.36E+07,7.11E+06,0.00E+00,5.34E-03,2.71E-07,1.31E-03,0,5.34E-03,0.00E+00,5.21E+08,1.11E+05,2.02E+08,0,5.21E+08,-1.01E-04,5.45E-06,-0.36361,5.2718,-1.36E+07,7.11E+06,0,5.34E-03,0,5.21E+08
141,1,1.80E-05,-1.01E-04,5.45E-06,-9.62E-05,-8.62E-05,-1.01E-04,5.45E-06,-0.57031,5.2838,3.9767,5.2838,-0.57031,0.34421,-1.72E+07,6.81E+06,-7.24E+06,4.63E+06,-1.72E+07,6.81E+06,0.00E+00,5.35E-03,1.87E-07,1.31E-03,0,5.35E-03,0.00E+00,5.26E+08,5.51E+04,2.02E+08,0,5.26E+08,-1.01E-04,5.45E-06,-0.57031,5.2838,-1.72E+07,6.81E+06,0,5.35E-03,0,5.26E+08
142,1,1.81E-05,-1.01E-04,5.41E-06,-9.57E-05,-8.55E-05,-1.01E-04,5.41E-06,-0.61645,5.2965,4.0243,5.30E+00,-0.61645,2.00E-01,-1.74E+07,7.60E+06,-2.71E+06,7.60E+06,-1.74E+07,7.00E+06,0.00E+00,5.37E-03,6.73E-08,1.31E-03,0,5.37E-03,0,5.28E+08,2.18E+04,2.02E+08,0,5.28E+08,-1.01E-04,5.41E-06,-0.61645,5.2965,-1.74E+07,7.60E+06,0,5.37E-03,0,5.28E+08
143,1,1.82E-05,-1.01E-04,5.37E-06,-9.52E-05,-8.49E-05,-1.01E-04,5.37E-06,-0.57313,5.3043,4.0006,5.3043,-0.57313,0.16405,-7.65E+06,1.11E+07,-5.28E+06,3.81E+06,-7.65E+06,1.11E+07,0.00E+00,5.36E-03,1.95E-07,1.31E-03,0,5.36E-03,0,5.27E+08,4.94E+04,2.01E+08,0,5.27E+08,-1.01E-04,5.37E-06,-0.57313,5.3043,-7.65E+06,1.11E+07,0,5.36E-03,0,5.27E+08
144,1,1.84E-05,-1.01E-04,5.33E-06,-9.47E-05,-8.42E-05,-1.01E-04,5.33E-06,-0.62721,5.2952,4.0018,5.2952,-0.62721,0.43969,-8.35E+06,9.90E+06,-2.83E+06,3.40E+06,-8.35E+06,9.90E+06,0.00E+00,5.35E-03,1.87E-07,1.31E-03,0,5.35E-03,0,5.22E+08,3.62E+04,2.01E+08,0,5.22E+08,-1.01E-04,5.33E-06,-0.62721,5.2952,-8.35E+06,9.90E+06,0,5.35E-03,0,5.22E+08
145,1,1.85E-05,-1.01E-04,5.32E-06,-9.42E-05,-8.35E-05,-1.01E-04,5.32E-06,-0.43923,5.2763,3.9872,5.2763,-0.43923,0.79139,-7.47E+06,9.36E+06,-3.51E+06,2.89E+06,-7.47E+06,9.36E+06,0.00E+00,5.34E-03,2.49E-07,1.31E-03,0,5.34E-03,0,5.16E+08,7.77E+04,2.01E+08,0,5.16E+08,-1.01E-04,5.32E-06,-0.43923,5.2763,-7.47E+06,9.36E+06,0,5.34E-03,0,5.16E+08
