Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[G] Directional Velocity Flexible (Min) [m/s],[H] Directional Velocity Flexible (Max) [m/s],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa]
11,1,1.28E-06,-3.19E-05,9.38E-09,-3.19E-05,-3.02E-05,-3.09E-05,9.38E-09,-29.272,3.7986,-24.794,-22.784,-29.272,3.7986,-1.20E+08,9.26E+07,-1.20E+08,9.26E+07,-7.66E+07,5.45E+07,0,1.27E-02,2.05E-06,6.50E-03,0,1.27E-02,0,2.19E+09,8.66E+05,2.19E+09,0,1.37E+09,-3.19E-05,9.38E-09,-29.272,3.7986,-1.20E+08,9.26E+07,0,1.27E-02,0,2.19E+09
12,1,1.41E-06,-3.50E-05,2.97E-08,-3.50E-05,-3.32E-05,-3.40E-05,2.97E-08,-26.096,4.7148,-26.096,-21.199,-25.67,4.7148,-7.48E+08,1.92E+08,-7.48E+08,1.92E+08,-4.82E+08,1.85E+08,0,1.27E-02,1.54E-06,6.55E-03,0,1.27E-02,0,2.27E+09,6.51E+05,2.27E+09,0,1.38E+09,-3.50E-05,2.97E-08,-26.096,4.7148,-7.48E+08,1.92E+08,0,1.27E-02,0,2.27E+09
13,1,1.54E-06,-3.82E-05,2.68E-08,-3.82E-05,-3.62E-05,-3.70E-05,2.68E-08,-24.696,1.7789,-24.696,-11.579,-24.006,1.7789,-1.62E+09,4.22E+08,-1.39E+09,4.22E+08,-1.62E+09,3.82E+08,0,1.28E-02,1.55E-06,6.47E-03,0,1.28E-02,0,2.31E+09,6.41E+05,2.31E+09,0,1.38E+09,-3.82E-05,2.68E-08,-24.696,1.7789,-1.62E+09,4.22E+08,0,1.28E-02,0,2.31E+09
14,1,1.67E-06,-4.13E-05,3.37E-08,-4.13E-05,-3.92E-05,-4.00E-05,3.37E-08,-25.436,0.48239,-25.436,-18.969,-25.312,0.48239,-4.75E+08,7.02E+08,-4.75E+08,2.32E+08,-3.60E+08,7.02E+08,0,1.28E-02,1.47E-06,6.49E-03,0,1.28E-02,0,2.40E+09,4.60E+05,2.40E+09,0,1.37E+09,-4.13E-05,3.37E-08,-25.436,0.48239,-4.75E+08,7.02E+08,0,1.28E-02,0,2.40E+09
15,1,1.80E-06,-4.44E-05,3.00E-08,-4.44E-05,-4.22E-05,-4.29E-05,3.00E-08,-26.23,0.57728,-25.055,-20.868,-26.23,0.57728,-4.62E+08,2.95E+08,-4.62E+08,1.67E+08,-3.91E+08,2.95E+08,0,1.28E-02,1.65E-06,6.07E-03,0,1.28E-02,0,2.62E+09,4.42E+05,2.62E+09,0,1.36E+09,-4.44E-05,3.00E-08,-26.23,0.57728,-4.62E+08,2.95E+08,0,1.28E-02,0,2.62E+09
16,1,1.92E-06,-4.75E-05,3.69E-08,-4.75E-05,-4.52E-05,-4.59E-05,3.69E-08,-26.316,0.51481,-26.316,-20.018,-24.576,0.51481,-3.32E+08,3.44E+08,-3.09E+08,3.44E+08,-3.32E+08,2.81E+08,0,1.28E-02,2.38E-06,6.32E-03,0,1.28E-02,0,2.74E+09,8.44E+05,2.74E+09,0,1.37E+09,-4.75E-05,3.69E-08,-26.316,0.51481,-3.32E+08,3.44E+08,0,1.28E-02,0,2.74E+09
17,1,2.05E-06,-5.06E-05,3.56E-08,-5.06E-05,-4.82E-05,-4.86E-05,3.56E-08,-25.079,1.4185,-24.219,-19.903,-25.079,1.4185,-6.65E+08,5.99E+08,-1.96E+08,5.99E+08,-6.65E+08,4.15E+08,0,1.28E-02,3.76E-06,7.08E-03,0,1.28E-02,0,2.83E+09,1.50E+06,2.83E+09,0,1.38E+09,-5.06E-05,3.56E-08,-25.079,1.4185,-6.65E+08,5.99E+08,0,1.28E-02,0,2.83E+09
18,1,2.18E-06,-5.36E-05,3.50E-08,-5.36E-05,-5.12E-05,-5.15E-05,3.50E-08,-24.854,1.9137,-24.455,-21.321,-24.854,1.9137,-2.37E+08,5.21E+08,-2.37E+08,3.14E+08,-2.17E+08,5.21E+08,0,1.28E-02,3.28E-06,7.50E-03,0,1.28E-02,0,2.78E+09,1.34E+06,2.78E+09,0,1.39E+09,-5.36E-05,3.50E-08,-24.854,1.9137,-2.37E+08,5.21E+08,0,1.28E-02,0,2.78E+09
19,1,2.31E-06,-5.67E-05,4.25E-08,-5.67E-05,-5.41E-05,-5.45E-05,4.25E-08,-23.97,1.8103,-23.97,-21.807,-23.8,1.8103,-2.28E+08,1.91E+08,-2.28E+08,1.91E+08,-2.10E+08,1.10E+08,0,1.28E-02,4.46E-06,7.79E-03,0,1.28E-02,0,2.73E+09,1.06E+06,2.73E+09,0,1.39E+09,-5.67E-05,4.25E-08,-23.97,1.8103,-2.28E+08,1.91E+08,0,1.28E-02,0,2.73E+09
20,1,2.44E-06,-5.97E-05,3.44E-08,-5.97E-05,-5.70E-05,-5.73E-05,3.44E-08,-27.887,2.0824,-23.708,-21.755,-27.887,2.0824,-1.15E+08,1.49E+08,-1.15E+08,1.49E+08,-1.11E+08,1.44E+08,0,1.29E-02,4.06E-06,8.03E-03,0,1.29E-02,0,2.74E+09,1.74E+06,2.74E+09,0,1.39E+09,-5.97E-05,3.44E-08,-27.887,2.0824,-1.15E+08,1.49E+08,0,1.29E-02,0,2.74E+09
21,1,2.57E-06,-6.26E-05,3.98E-08,-6.26E-05,-5.99E-05,-6.00E-05,3.98E-08,-27.806,4.4786,-23.749,-21.853,-27.806,4.4786,-9.88E+07,8.18E+07,-9.49E+07,8.18E+07,-9.88E+07,8.18E+07,0,1.29E-02,3.98E-06,8.28E-03,0,1.29E-02,0,2.80E+09,1.48E+06,2.80E+09,0,1.39E+09,-6.26E-05,3.98E-08,-27.806,4.4786,-9.88E+07,8.18E+07,0,1.29E-02,0,2.80E+09
22,1,2.69E-06,-6.56E-05,5.42E-08,-6.56E-05,-6.28E-05,-6.27E-05,5.42E-08,-27.092,5.1243,-23.255,-22.103,-27.092,5.1243,-1.05E+08,1.42E+08,-1.05E+08,1.42E+08,-3.28E+07,7.50E+07,0,1.29E-02,3.99E-06,8.52E-03,0,1.29E-02,0,2.85E+09,1.67E+06,2.85E+09,0,1.40E+09,-6.56E-05,5.42E-08,-27.092,5.1243,-1.05E+08,1.42E+08,0,1.29E-02,0,2.85E+09
23,1,2.82E-06,-6.85E-05,5.06E-08,-6.85E-05,-6.57E-05,-6.54E-05,5.06E-08,-25.339,4.015,-25.339,-17.385,-23.553,4.015,-3.90E+08,8.01E+08,-1.83E+08,5.24E+08,-3.90E+08,8.01E+08,0,1.29E-02,4.16E-06,8.72E-03,0,1.29E-02,0,2.90E+09,1.61E+06,2.90E+09,0,1.40E+09,-6.85E-05,5.06E-08,-25.339,4.015,-3.90E+08,8.01E+08,0,1.29E-02,0,2.90E+09
24,1,2.95E-06,-7.14E-05,1.85E-07,-7.14E-05,-6.85E-05,-6.82E-05,1.85E-07,-23.342,2.7307,-23.342,-20.024,-23.017,2.7307,-2.59E+08,1.58E+08,-2.59E+08,9.60E+07,-1.21E+08,1.58E+08,0,1.29E-02,2.87E-06,8.46E-03,0,1.29E-02,0,2.81E+09,9.09E+05,2.81E+09,0,1.41E+09,-7.14E-05,1.85E-07,-23.342,2.7307,-2.59E+08,1.58E+08,0,1.29E-02,0,2.81E+09
25,1,3.08E-06,-7.42E-05,3.42E-07,-7.42E-05,-7.13E-05,-7.10E-05,3.42E-07,-23.179,1.969,-22.811,-20.824,-23.179,1.969,-1.95E+08,1.06E+08,-1.95E+08,1.06E+08,-1.55E+08,1.00E+08,0,1.29E-02,3.10E-06,7.98E-03,0,1.29E-02,0,2.62E+09,1.01E+06,2.62E+09,0,1.40E+09,-7.42E-05,3.42E-07,-23.179,1.969,-1.95E+08,1.06E+08,0,1.29E-02,0,2.62E+09
26,1,3.21E-06,-7.70E-05,3.96E-07,-7.70E-05,-7.42E-05,-7.38E-05,3.96E-07,-22.741,1.739,-22.162,-20.53,-22.741,1.739,-9.98E+07,1.21E+08,-9.98E+07,1.21E+08,-5.36E+07,6.70E+07,0,1.29E-02,4.58E-06,7.78E-03,0,1.29E-02,0,2.49E+09,1.95E+06,2.49E+09,0,1.41E+09,-7.70E-05,3.96E-07,-22.741,1.739,-9.98E+07,1.21E+08,0,1.29E-02,0,2.49E+09
27,1,3.34E-06,-7.98E-05,6.37E-07,-7.98E-05,-7.69E-05,-7.65E-05,6.37E-07,-22.809,2.0933,-21.978,-20.598,-22.809,2.0933,-8.54E+07,8.98E+07,-8.54E+07,8.98E+07,-2.42E+07,8.35E+07,0,1.29E-02,4.61E-06,7.79E-03,0,1.29E-02,0,2.39E+09,1.68E+06,2.39E+09,0,1.41E+09,-7.98E-05,6.37E-07,-22.809,2.0933,-8.54E+07,8.98E+07,0,1.29E-02,0,2.39E+09
28,1,3.46E-06,-8.26E-05,8.36E-07,-8.26E-05,-7.97E-05,-7.92E-05,8.36E-07,-22.342,2.4446,-21.564,-20.465,-22.342,2.4446,-7.04E+07,6.68E+07,-7.04E+07,6.68E+07,-2.51E+07,3.03E+07,0,1.29E-02,5.43E-06,7.78E-03,0,1.29E-02,0,2.42E+09,2.06E+06,2.42E+09,0,1.41E+09,-8.26E-05,8.36E-07,-22.342,2.4446,-7.04E+07,6.68E+07,0,1.29E-02,0,2.42E+09
29,1,3.59E-06,-8.53E-05,1.18E-06,-8.53E-05,-8.24E-05,-8.19E-05,1.18E-06,-23.399,3.602,-21.328,-20.414,-23.399,3.602,-9.73E+07,7.95E+07,-9.73E+07,7.95E+07,-2.77E+07,3.40E+07,0,1.29E-02,5.41E-06,7.88E-03,0,1.29E-02,0,2.49E+09,2.03E+06,2.49E+09,0,1.41E+09,-8.53E-05,1.18E-06,-23.399,3.602,-9.73E+07,7.95E+07,0,1.29E-02,0,2.49E+09
30,1,3.72E-06,-8.80E-05,1.67E-06,-8.80E-05,-8.51E-05,-8.45E-05,1.67E-06,-23.938,3.8265,-21.396,-19.052,-23.938,3.8265,-4.27E+08,1.14E+08,-2.91E+08,1.11E+08,-4.27E+08,1.14E+08,0,1.29E-02,5.30E-06,8.31E-03,0,1.29E-02,0,2.54E+09,2.13E+06,2.54E+09,0,1.41E+09,-8.80E-05,1.67E-06,-23.938,3.8265,-4.27E+08,1.14E+08,0,1.29E-02,0,2.54E+09
31,1,3.85E-06,-9.07E-05,2.11E-06,-9.07E-05,-8.77E-05,-8.72E-05,2.11E-06,-24.301,3.8155,-21.392,-9.6039,-24.301,3.8155,-9.05E+08,6.28E+08,-9.05E+08,6.28E+08,-4.43E+08,1.89E+08,0,1.29E-02,4.18E-06,8.87E-03,0,1.29E-02,0,2.61E+09,1.71E+06,2.61E+09,0,1.41E+09,-9.07E-05,2.11E-06,-24.301,3.8155,-9.05E+08,6.28E+08,0,1.29E-02,0,2.61E+09
32,1,3.98E-06,-9.33E-05,1.16E-06,-9.33E-05,-9.02E-05,-8.98E-05,1.16E-06,-22.837,2.8746,-20.741,-16.579,-22.837,2.8746,-3.64E+08,2.65E+08,-3.64E+08,1.60E+08,-1.16E+08,2.65E+08,0,1.29E-02,3.98E-06,9.01E-03,0,1.29E-02,0,2.64E+09,1.73E+06,2.64E+09,0,1.41E+09,-9.33E-05,1.16E-06,-22.837,2.8746,-3.64E+08,2.65E+08,0,1.29E-02,0,2.64E+09
33,1,4.11E-06,-9.59E-05,6.45E-07,-9.59E-05,-9.28E-05,-9.24E-05,6.45E-07,-23.809,0.41032,-20.381,-17.629,-23.809,0.41032,-2.74E+08,4.06E+08,-2.74E+08,4.06E+08,-2.57E+08,2.02E+08,0,1.29E-02,3.62E-06,8.61E-03,0,1.29E-02,0,2.61E+09,1.15E+06,2.61E+09,0,1.41E+09,-9.59E-05,6.45E-07,-23.809,0.41032,-2.74E+08,4.06E+08,0,1.29E-02,0,2.61E+09
34,1,4.23E-06,-9.84E-05,1.62E-07,-9.84E-05,-9.52E-05,-9.49E-05,1.62E-07,-24.132,0.3176,-20.304,-17.886,-24.132,0.3176,-2.17E+08,2.29E+08,-2.17E+08,1.76E+08,-1.44E+08,2.29E+08,0,1.29E-02,4.45E-06,8.31E-03,0,1.29E-02,0,2.61E+09,1.52E+06,2.61E+09,0,1.41E+09,-9.84E-05,1.62E-07,-24.132,0.3176,-2.17E+08,2.29E+08,0,1.29E-02,0,2.61E+09
35,1,4.36E-06,-1.01E-04,5.55E-08,-1.01E-04,-9.76E-05,-9.74E-05,5.55E-08,-22.538,0.30954,-20,-16.211,-22.538,0.30954,-1.44E+08,1.84E+08,-1.28E+08,1.26E+08,-1.44E+08,1.84E+08,0,1.29E-02,5.34E-06,8.09E-03,0,1.29E-02,0,2.72E+09,1.99E+06,2.72E+09,0,1.41E+09,-1.01E-04,5.55E-08,-22.538,0.30954,-1.44E+08,1.84E+08,0,1.29E-02,0,2.72E+09
36,1,4.49E-06,-1.03E-04,5.93E-08,-1.03E-04,-1.00E-04,-9.99E-05,5.93E-08,-19.447,0.5069,-19.447,-14.739,-19.138,0.5069,-2.11E+08,1.62E+08,-2.11E+08,1.55E+08,-1.27E+08,1.62E+08,0,1.29E-02,6.25E-06,7.93E-03,0,1.29E-02,0,2.84E+09,2.52E+06,2.84E+09,0,1.41E+09,-1.03E-04,5.93E-08,-19.447,0.5069,-2.11E+08,1.62E+08,0,1.29E-02,0,2.84E+09
37,1,4.62E-06,-1.06E-04,5.75E-08,-1.06E-04,-1.02E-04,-1.02E-04,5.75E-08,-22.548,2.2406,-18.876,-16.549,-22.548,2.2406,-1.29E+08,1.60E+08,-1.03E+08,1.60E+08,-1.29E+08,8.77E+07,0,1.30E-02,6.97E-06,8.12E-03,0,1.30E-02,0,3.06E+09,2.51E+06,3.06E+09,0,1.41E+09,-1.06E-04,5.75E-08,-22.548,2.2406,-1.29E+08,1.60E+08,0,1.30E-02,0,3.06E+09
38,1,4.75E-06,-1.08E-04,4.31E-08,-1.08E-04,-1.05E-04,-1.05E-04,4.31E-08,-21.971,1.8567,-18.545,-16.249,-21.971,1.8567,-8.80E+08,9.13E+07,-8.80E+08,6.40E+07,-3.65E+08,9.13E+07,0,1.31E-02,7.64E-06,8.96E-03,0,1.31E-02,0,3.52E+09,3.05E+06,3.52E+09,0,1.41E+09,-1.08E-04,4.31E-08,-21.971,1.8567,-8.80E+08,9.13E+07,0,1.31E-02,0,3.52E+09
39,1,4.88E-06,-1.11E-04,5.23E-08,-1.11E-04,-1.07E-04,-1.07E-04,5.23E-08,-21.028,1.053,-18.504,-15.863,-21.028,1.053,-1.45E+08,2.99E+08,-1.45E+08,1.47E+08,-1.02E+08,2.99E+08,0,1.32E-02,7.29E-06,9.90E-03,0,1.32E-02,0,3.79E+09,3.05E+06,3.79E+09,0,1.41E+09,-1.11E-04,5.23E-08,-21.028,1.053,-1.45E+08,2.99E+08,0,1.32E-02,0,3.79E+09
40,1,5.00E-06,-1.13E-04,6.19E-08,-1.13E-04,-1.09E-04,-1.09E-04,6.19E-08,-18.255,0.42703,-18.248,-16.524,-18.255,0.42703,-1.59E+08,1.12E+08,-1.59E+08,1.00E+08,-1.02E+08,1.12E+08,0,1.32E-02,7.65E-06,1.05E-02,0,1.32E-02,0,3.94E+09,3.19E+06,3.94E+09,0,1.41E+09,-1.13E-04,6.19E-08,-18.255,0.42703,-1.59E+08,1.12E+08,0,1.32E-02,0,3.94E+09
41,1,5.13E-06,-1.15E-04,6.80E-08,-1.15E-04,-1.12E-04,-1.12E-04,6.80E-08,-19.083,0.37806,-17.734,-15.955,-19.083,0.37806,-1.37E+08,1.33E+08,-1.37E+08,1.33E+08,-8.02E+07,1.24E+08,0,1.32E-02,4.46E-06,1.02E-02,0,1.32E-02,0,3.81E+09,1.22E+06,3.81E+09,0,1.40E+09,-1.15E-04,6.80E-08,-19.083,0.37806,-1.37E+08,1.33E+08,0,1.32E-02,0,3.81E+09
42,1,5.26E-06,-1.17E-04,7.93E-08,-1.17E-04,-1.14E-04,-1.14E-04,7.93E-08,-17.708,0.48267,-17.072,-15.939,-17.708,0.48267,-1.24E+08,8.20E+07,-1.24E+08,8.20E+07,-8.42E+07,3.71E+07,0,1.33E-02,4.41E-06,9.87E-03,0,1.33E-02,0,3.71E+09,9.96E+05,3.71E+09,0,1.40E+09,-1.17E-04,7.93E-08,-17.708,0.48267,-1.24E+08,8.20E+07,0,1.33E-02,0,3.71E+09
43,1,5.39E-06,-1.19E-04,8.76E-08,-1.19E-04,-1.16E-04,-1.16E-04,8.76E-08,-17.173,0.5913,-16.747,-14.814,-17.173,0.5913,-5.34E+07,7.85E+07,-5.34E+07,7.85E+07,-4.91E+07,2.76E+07,0,1.33E-02,6.43E-06,9.57E-03,0,1.33E-02,0,3.59E+09,2.57E+06,3.59E+09,0,1.40E+09,-1.19E-04,8.76E-08,-17.173,0.5913,-5.34E+07,7.85E+07,0,1.33E-02,0,3.59E+09
44,1,5.52E-06,-1.21E-04,7.89E-08,-1.21E-04,-1.18E-04,-1.18E-04,7.89E-08,-17.675,1.4313,-16.2,-14.822,-17.675,1.4313,-5.88E+07,5.20E+07,-5.88E+07,5.20E+07,-4.25E+07,3.92E+07,0,1.33E-02,7.23E-06,9.31E-03,0,1.33E-02,0,3.47E+09,2.99E+06,3.47E+09,0,1.40E+09,-1.21E-04,7.89E-08,-17.675,1.4313,-5.88E+07,5.20E+07,0,1.33E-02,0,3.47E+09
45,1,5.65E-06,-1.23E-04,5.94E-08,-1.23E-04,-1.20E-04,-1.20E-04,5.94E-08,-17.424,2.2143,-15.84,-13.773,-17.424,2.2143,-4.83E+07,8.42E+07,-4.83E+07,4.08E+07,-4.14E+07,8.42E+07,0,1.33E-02,7.07E-06,8.91E-03,0,1.33E-02,0,3.32E+09,2.75E+06,3.32E+09,0,1.40E+09,-1.23E-04,5.94E-08,-17.424,2.2143,-4.83E+07,8.42E+07,0,1.33E-02,0,3.32E+09
46,1,5.78E-06,-1.25E-04,5.47E-08,-1.25E-04,-1.22E-04,-1.22E-04,5.47E-08,-17.081,0.89683,-15.341,-13.58,-17.081,0.89683,-8.43E+07,6.73E+07,-8.43E+07,6.73E+07,-4.67E+07,4.32E+07,0,1.33E-02,8.02E-06,8.67E-03,0,1.33E-02,0,3.16E+09,3.48E+06,3.16E+09,0,1.40E+09,-1.25E-04,5.47E-08,-17.081,0.89683,-8.43E+07,6.73E+07,0,1.33E-02,0,3.16E+09
47,1,5.90E-06,-1.27E-04,6.50E-08,-1.27E-04,-1.24E-04,-1.24E-04,6.50E-08,-16.19,0.42332,-14.886,-13.71,-16.19,0.42332,-9.11E+07,5.89E+07,-7.83E+07,5.89E+07,-9.11E+07,4.83E+07,0,1.33E-02,8.49E-06,8.30E-03,0,1.33E-02,0,3.00E+09,3.48E+06,3.00E+09,0,1.40E+09,-1.27E-04,6.50E-08,-16.19,0.42332,-9.11E+07,5.89E+07,0,1.33E-02,0,3.00E+09
48,1,6.03E-06,-1.29E-04,7.82E-08,-1.29E-04,-1.25E-04,-1.26E-04,7.82E-08,-15.155,0.52402,-14.826,-11.904,-15.155,0.52402,-1.51E+08,1.34E+08,-7.37E+07,1.34E+08,-1.51E+08,8.40E+07,0,1.34E-02,7.37E-06,8.04E-03,0,1.34E-02,0,2.85E+09,3.01E+06,2.85E+09,0,1.40E+09,-1.29E-04,7.82E-08,-15.155,0.52402,-1.51E+08,1.34E+08,0,1.34E-02,0,2.85E+09
