Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[G] Directional Velocity Flexible (Min) [m/s],[H] Directional Velocity Flexible (Max) [m/s],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa]
146,1,1.86E-05,-2.42E-05,2.81E-06,-1.83E-05,-1.72E-05,-2.42E-05,2.81E-06,-4.17E-02,2.8434,2.7159,2.8434,-4.17E-02,0.58241,-6.58E+06,8.69E+06,-7.30E+05,1.03E+06,-6.58E+06,8.69E+06,0,9.74E-03,1.09E-07,8.46E-04,0,9.74E-03,0,7.87E+08,45322,2.62E+08,0,7.87E+08,-2.42E-05,2.81E-06,-4.17E-02,2.8434,-6.58E+06,8.69E+06,0,9.74E-03,0,7.87E+08
147,1,1.87E-05,-2.42E-05,2.87E-06,-1.79E-05,-1.69E-05,-2.42E-05,2.87E-06,-3.71E-02,2.8418,2.7222,2.8418,-3.71E-02,0.50615,-5.73E+06,2.40E+06,-7.96E+05,7.72E+05,-5.73E+06,2.40E+06,0,9.73E-03,8.32E-08,8.46E-04,0,9.73E-03,0,7.88E+08,25712,2.62E+08,0,7.88E+08,-2.42E-05,2.87E-06,-3.71E-02,2.8418,-5.73E+06,2.40E+06,0,9.73E-03,0,7.88E+08
148,1,1.89E-05,-2.41E-05,2.89E-06,-1.76E-05,-1.65E-05,-2.41E-05,2.89E-06,-0.10701,2.8424,2.7247,2.8424,-0.10701,8.94E-02,-6.70E+06,1.74E+06,-7.66E+05,5.59E+05,-6.70E+06,1.74E+06,0,9.73E-03,3.73E-08,8.46E-04,0,9.73E-03,0,7.88E+08,13368,2.62E+08,0,7.88E+08,-2.41E-05,2.89E-06,-0.10701,2.8424,-6.70E+06,1.74E+06,0,9.73E-03,0,7.88E+08
149,1,1.90E-05,-2.42E-05,2.87E-06,-1.72E-05,-1.61E-05,-2.42E-05,2.87E-06,-0.43009,2.8467,2.7216,2.8467,-0.43009,3.91E-02,-9.67E+06,5.19E+06,-6.57E+05,7.36E+05,-9.67E+06,5.19E+06,0,9.73E-03,4.62E-08,8.46E-04,0,9.73E-03,0,7.87E+08,18175,2.62E+08,0,7.87E+08,-2.42E-05,2.87E-06,-0.43009,2.8467,-9.67E+06,5.19E+06,0,9.73E-03,0,7.87E+08
150,1,1.91E-05,-2.42E-05,2.82E-06,-1.69E-05,-1.58E-05,-2.42E-05,2.82E-06,-0.51127,2.8471,2.7169,2.8471,-0.51127,4.03E-02,-7.16E+06,5.90E+06,-8.75E+05,6.09E+05,-7.16E+06,5.90E+06,0,9.74E-03,7.18E-08,8.46E-04,0,9.74E-03,0,7.87E+08,27577,2.62E+08,0,7.87E+08,-2.42E-05,2.82E-06,-0.51127,2.8471,-7.16E+06,5.90E+06,0,9.74E-03,0,7.87E+08
151,1,1.93E-05,-2.43E-05,2.77E-06,-1.65E-05,-1.54E-05,-2.43E-05,2.77E-06,-0.35092,2.843,2.7144,2.843,-0.35092,3.49E-02,-2.29E+06,8.35E+06,-4.35E+05,1.03E+06,-2.29E+06,8.35E+06,0,9.74E-03,5.56E-08,8.46E-04,0,9.74E-03,0,7.87E+08,17019,2.62E+08,0,7.87E+08,-2.43E-05,2.77E-06,-0.35092,2.843,-2.29E+06,8.35E+06,0,9.74E-03,0,7.87E+08
152,1,1.94E-05,-2.43E-05,2.75E-06,-1.62E-05,-1.51E-05,-2.43E-05,2.75E-06,-6.66E-02,2.8347,2.7134,2.8347,-6.66E-02,0.14337,-8.02E+05,8.87E+06,-7.99E+05,9.59E+05,-8.02E+05,8.87E+06,0,9.74E-03,4.59E-08,8.46E-04,0,9.74E-03,0,7.88E+08,14417,2.62E+08,0,7.88E+08,-2.43E-05,2.75E-06,-6.66E-02,2.8347,-8.02E+05,8.87E+06,0,9.74E-03,0,7.88E+08
153,1,1.95E-05,-2.43E-05,2.78E-06,-1.58E-05,-1.47E-05,-2.43E-05,2.78E-06,-4.20E-02,2.836,2.7166,2.836,-4.20E-02,0.43252,-2.67E+06,7.66E+06,-4.62E+05,5.25E+05,-2.67E+06,7.66E+06,0,9.74E-03,1.21E-07,8.46E-04,0,9.74E-03,0,7.87E+08,53052,2.62E+08,0,7.87E+08,-2.43E-05,2.78E-06,-4.20E-02,2.836,-2.67E+06,7.66E+06,0,9.74E-03,0,7.87E+08
154,1,1.96E-05,-2.42E-05,2.83E-06,-1.55E-05,-1.43E-05,-2.42E-05,2.83E-06,-3.88E-02,2.8375,2.718,2.8375,-3.88E-02,0.46798,-3.63E+06,3.09E+06,-7.07E+05,5.70E+05,-3.63E+06,3.09E+06,0,9.74E-03,5.47E-08,8.46E-04,0,9.74E-03,0,7.87E+08,14964,2.62E+08,0,7.87E+08,-2.42E-05,2.83E-06,-3.88E-02,2.8375,-3.63E+06,3.09E+06,0,9.74E-03,0,7.87E+08
155,1,1.98E-05,-2.42E-05,2.87E-06,-1.51E-05,-1.40E-05,-2.42E-05,2.87E-06,-3.73E-02,2.8437,2.7197,2.8437,-3.73E-02,0.28276,-4.95E+06,1.83E+06,-7.34E+05,3.70E+05,-4.95E+06,1.83E+06,0,9.74E-03,7.09E-08,8.46E-04,0,9.74E-03,0,7.87E+08,26440,2.62E+08,0,7.87E+08,-2.42E-05,2.87E-06,-3.73E-02,2.8437,-4.95E+06,1.83E+06,0,9.74E-03,0,7.87E+08
156,1,1.99E-05,-2.42E-05,2.87E-06,-1.48E-05,-1.36E-05,-2.42E-05,2.87E-06,-0.13985,2.8487,2.723,2.8487,-0.13985,5.10E-02,-5.37E+06,1.42E+06,-4.94E+05,3.47E+05,-5.37E+06,1.42E+06,0,9.74E-03,6.58E-08,8.46E-04,0,9.74E-03,0,7.87E+08,26888,2.62E+08,0,7.87E+08,-2.42E-05,2.87E-06,-0.13985,2.8487,-5.37E+06,1.42E+06,0,9.74E-03,0,7.87E+08
157,1,2.00E-05,-2.42E-05,2.85E-06,-1.44E-05,-1.32E-05,-2.42E-05,2.85E-06,-0.36675,2.8462,2.7242,2.8462,-0.36675,3.77E-02,-5.13E+06,1.78E+06,-5.80E+05,3.82E+05,-5.13E+06,1.78E+06,0,9.74E-03,4.96E-08,8.46E-04,0,9.74E-03,0,7.86E+08,17887,2.62E+08,0,7.86E+08,-2.42E-05,2.85E-06,-0.36675,2.8462,-5.13E+06,1.78E+06,0,9.74E-03,0,7.86E+08
158,1,2.02E-05,-2.42E-05,2.80E-06,-1.41E-05,-1.29E-05,-2.42E-05,2.80E-06,-0.44714,2.8432,2.7217,2.8432,-0.44714,3.93E-02,-2.63E+06,3.43E+06,-2.00E+05,8.24E+05,-2.63E+06,3.43E+06,0,9.74E-03,5.44E-08,8.46E-04,0,9.74E-03,0,7.87E+08,18804,2.62E+08,0,7.87E+08,-2.42E-05,2.80E-06,-0.44714,2.8432,-2.63E+06,3.43E+06,0,9.74E-03,0,7.87E+08
159,1,2.03E-05,-2.43E-05,2.77E-06,-1.38E-05,-1.25E-05,-2.43E-05,2.77E-06,-0.20278,2.8437,2.717,2.8437,-0.20278,3.56E-02,-1.06E+06,5.22E+06,-6.59E+05,4.83E+05,-1.06E+06,5.22E+06,0,9.74E-03,5.08E-08,8.46E-04,0,9.74E-03,0,7.87E+08,17071,2.62E+08,0,7.87E+08,-2.43E-05,2.77E-06,-0.20278,2.8437,-1.06E+06,5.22E+06,0,9.74E-03,0,7.87E+08
160,1,2.04E-05,-2.43E-05,2.77E-06,-1.34E-05,-1.21E-05,-2.43E-05,2.77E-06,-4.63E-02,2.8398,2.7128,2.8398,-4.63E-02,0.18397,-1.84E+06,5.31E+06,-3.27E+05,5.08E+05,-1.84E+06,5.31E+06,0,9.74E-03,2.87E-08,8.46E-04,0,9.74E-03,0,7.87E+08,5984,2.62E+08,0,7.87E+08,-2.43E-05,2.77E-06,-4.63E-02,2.8398,-1.84E+06,5.31E+06,0,9.74E-03,0,7.87E+08
161,1,2.05E-05,-2.42E-05,2.80E-06,-1.31E-05,-1.18E-05,-2.42E-05,2.80E-06,-4.34E-02,2.8371,2.7132,2.8371,-4.34E-02,0.38215,-2.37E+06,3.66E+06,-3.88E+05,2.88E+05,-2.37E+06,3.66E+06,0,9.74E-03,3.77E-08,8.46E-04,0,9.74E-03,0,7.87E+08,11856,2.62E+08,0,7.87E+08,-2.42E-05,2.80E-06,-4.34E-02,2.8371,-2.37E+06,3.66E+06,0,9.74E-03,0,7.87E+08
162,1,2.07E-05,-2.42E-05,2.84E-06,-1.27E-05,-1.14E-05,-2.42E-05,2.84E-06,-4.17E-02,2.8404,2.7145,2.8404,-4.17E-02,0.33577,-3.42E+06,1.94E+06,-2.91E+05,3.21E+05,-3.42E+06,1.94E+06,0,9.74E-03,5.24E-08,8.46E-04,0,9.74E-03,0,7.87E+08,17499,2.62E+08,0,7.87E+08,-2.42E-05,2.84E-06,-4.17E-02,2.8404,-3.42E+06,1.94E+06,0,9.74E-03,0,7.87E+08
163,1,2.08E-05,-2.42E-05,2.86E-06,-1.24E-05,-1.10E-05,-2.42E-05,2.86E-06,-4.12E-02,2.8435,2.7196,2.8435,-4.12E-02,0.16374,-4.26E+06,1.19E+06,-1.72E+05,1.98E+05,-4.26E+06,1.19E+06,0,9.74E-03,4.77E-08,8.46E-04,0,9.74E-03,0,7.87E+08,17724,2.62E+08,0,7.87E+08,-2.42E-05,2.86E-06,-4.12E-02,2.8435,-4.26E+06,1.19E+06,0,9.74E-03,0,7.87E+08
164,1,2.09E-05,-2.42E-05,2.86E-06,-1.20E-05,-1.07E-05,-2.42E-05,2.86E-06,-0.18539,2.8422,2.7246,2.8422,-0.18539,4.59E-02,-4.58E+06,2.25E+06,-3.00E+05,2.41E+05,-4.58E+06,2.25E+06,0,9.74E-03,4.73E-08,8.46E-04,0,9.74E-03,0,7.87E+08,17406,2.62E+08,0,7.87E+08,-2.42E-05,2.86E-06,-0.18539,2.8422,-4.58E+06,2.25E+06,0,9.74E-03,0,7.87E+08
165,1,2.11E-05,-2.42E-05,2.83E-06,-1.17E-05,-1.03E-05,-2.42E-05,2.83E-06,-0.30736,2.8433,2.7244,2.8433,-0.30736,4.04E-02,-2.98E+06,1.96E+06,-2.76E+05,4.07E+05,-2.98E+06,1.96E+06,0,9.74E-03,4.78E-08,8.46E-04,0,9.74E-03,0,7.87E+08,11768,2.62E+08,0,7.87E+08,-2.42E-05,2.83E-06,-0.30736,2.8433,-2.98E+06,1.96E+06,0,9.74E-03,0,7.87E+08
166,1,2.12E-05,-2.42E-05,2.79E-06,-1.13E-05,-9.95E-06,-2.42E-05,2.79E-06,-0.30593,2.8462,2.7227,2.8462,-0.30593,3.28E-02,-1.64E+06,3.01E+06,-5.50E+05,3.50E+05,-1.64E+06,3.01E+06,0,9.74E-03,6.26E-08,8.46E-04,0,9.74E-03,0,7.87E+08,14518,2.62E+08,0,7.87E+08,-2.42E-05,2.79E-06,-0.30593,2.8462,-1.64E+06,3.01E+06,0,9.74E-03,0,7.87E+08
167,1,2.13E-05,-2.43E-05,2.77E-06,-1.10E-05,-9.58E-06,-2.43E-05,2.77E-06,-0.11438,2.8467,2.7184,2.8467,-0.11438,3.01E-02,-7.16E+05,4.21E+06,-3.97E+05,3.78E+05,-7.16E+05,4.21E+06,0,9.74E-03,7.02E-08,8.46E-04,0,9.74E-03,0,7.87E+08,19470,2.62E+08,0,7.87E+08,-2.43E-05,2.77E-06,-0.11438,2.8467,-7.16E+05,4.21E+06,0,9.74E-03,0,7.87E+08
168,1,2.14E-05,-2.42E-05,2.78E-06,-1.06E-05,-9.22E-06,-2.42E-05,2.78E-06,-3.51E-02,2.842,2.712,2.842,-3.51E-02,0.21887,-1.21E+06,3.27E+06,-2.44E+05,2.54E+05,-1.21E+06,3.27E+06,0,9.74E-03,5.43E-08,8.46E-04,0,9.74E-03,0,7.87E+08,19968,2.62E+08,0,7.87E+08,-2.42E-05,2.78E-06,-3.51E-02,2.842,-1.21E+06,3.27E+06,0,9.74E-03,0,7.87E+08
169,1,2.16E-05,-2.42E-05,2.81E-06,-1.03E-05,-8.85E-06,-2.42E-05,2.81E-06,-3.55E-02,2.8376,2.7116,2.8376,-3.55E-02,0.29353,-2.19E+06,1.63E+06,-1.18E+05,1.95E+05,-2.19E+06,1.63E+06,0,9.74E-03,7.50E-08,8.46E-04,0,9.74E-03,0,7.87E+08,26727,2.62E+08,0,7.87E+08,-2.42E-05,2.81E-06,-3.55E-02,2.8376,-2.19E+06,1.63E+06,0,9.74E-03,0,7.87E+08
170,1,2.17E-05,-2.42E-05,2.84E-06,-9.91E-06,-8.49E-06,-2.42E-05,2.84E-06,-3.44E-02,2.8362,2.7172,2.8362,-3.44E-02,0.20399,-3.99E+06,1.54E+06,-1.25E+05,1.96E+05,-3.99E+06,1.54E+06,0,9.74E-03,3.66E-08,8.46E-04,0,9.74E-03,0,7.87E+08,11748,2.62E+08,0,7.87E+08,-2.42E-05,2.84E-06,-3.44E-02,2.8362,-3.99E+06,1.54E+06,0,9.74E-03,0,7.87E+08
171,1,2.18E-05,-2.42E-05,2.85E-06,-9.56E-06,-8.12E-06,-2.42E-05,2.85E-06,-5.03E-02,2.8381,2.7194,2.8381,-5.03E-02,8.94E-02,-3.33E+06,1.20E+06,-2.67E+05,1.75E+05,-3.33E+06,1.20E+06,0,9.74E-03,5.88E-08,8.46E-04,0,9.74E-03,0,7.87E+08,14694,2.62E+08,0,7.87E+08,-2.42E-05,2.85E-06,-5.03E-02,2.8381,-3.33E+06,1.20E+06,0,9.74E-03,0,7.87E+08
172,1,2.20E-05,-2.42E-05,2.84E-06,-9.21E-06,-7.76E-06,-2.42E-05,2.84E-06,-0.1973,2.8429,2.7214,2.8429,-0.1973,4.32E-02,-3.09E+06,1.63E+06,-1.67E+05,3.24E+05,-3.09E+06,1.63E+06,0,9.74E-03,4.16E-08,8.46E-04,0,9.74E-03,0,7.87E+08,11491,2.62E+08,0,7.87E+08,-2.42E-05,2.84E-06,-0.1973,2.8429,-3.09E+06,1.63E+06,0,9.74E-03,0,7.87E+08
173,1,2.21E-05,-2.42E-05,2.82E-06,-8.86E-06,-7.40E-06,-2.42E-05,2.82E-06,-0.25622,2.8429,2.721,2.8429,-0.25622,4.06E-02,-2.60E+06,1.97E+06,-3.55E+05,1.75E+05,-2.60E+06,1.97E+06,0,9.74E-03,4.25E-08,8.46E-04,0,9.74E-03,0,7.87E+08,15522,2.62E+08,0,7.87E+08,-2.42E-05,2.82E-06,-0.25622,2.8429,-2.60E+06,1.97E+06,0,9.74E-03,0,7.87E+08
174,1,2.22E-05,-2.42E-05,2.79E-06,-8.51E-06,-7.03E-06,-2.42E-05,2.79E-06,-0.20281,2.8454,2.7217,2.8454,-0.20281,3.92E-02,-1.82E+06,3.01E+06,-1.41E+05,3.78E+05,-1.82E+06,3.01E+06,0,9.74E-03,5.52E-08,8.46E-04,0,9.74E-03,0,7.87E+08,16442,2.62E+08,0,7.87E+08,-2.42E-05,2.79E-06,-0.20281,2.8454,-1.82E+06,3.01E+06,0,9.74E-03,0,7.87E+08
175,1,2.23E-05,-2.42E-05,2.78E-06,-8.16E-06,-6.67E-06,-2.42E-05,2.78E-06,-3.81E-02,2.8445,2.7201,2.8445,-3.81E-02,8.32E-02,-1.47E+06,3.71E+06,-2.44E+05,1.47E+05,-1.47E+06,3.71E+06,0,9.74E-03,2.96E-08,8.46E-04,0,9.74E-03,0,7.87E+08,7361.1,2.62E+08,0,7.87E+08,-2.42E-05,2.78E-06,-3.81E-02,2.8445,-1.47E+06,3.71E+06,0,9.74E-03,0,7.87E+08
176,1,2.25E-05,-2.42E-05,2.80E-06,-7.81E-06,-6.30E-06,-2.42E-05,2.80E-06,-3.83E-02,2.8438,2.7148,2.8438,-3.83E-02,0.23264,-1.11E+06,2.06E+06,-1.25E+05,1.48E+05,-1.11E+06,2.06E+06,0,9.74E-03,5.31E-08,8.46E-04,0,9.74E-03,0,7.87E+08,12492,2.62E+08,0,7.87E+08,-2.42E-05,2.80E-06,-3.83E-02,2.8438,-1.11E+06,2.06E+06,0,9.74E-03,0,7.87E+08
177,1,2.26E-05,-2.42E-05,2.83E-06,-7.46E-06,-5.94E-06,-2.42E-05,2.83E-06,-5.10E-02,2.8406,2.7128,2.8406,-5.10E-02,0.29342,-2.13E+06,1.52E+06,-1.26E+05,1.52E+05,-2.13E+06,1.52E+06,0,9.74E-03,3.46E-08,8.46E-04,0,9.74E-03,0,7.87E+08,12202,2.62E+08,0,7.87E+08,-2.42E-05,2.83E-06,-5.10E-02,2.8406,-2.13E+06,1.52E+06,0,9.74E-03,0,7.87E+08
178,1,2.27E-05,-2.42E-05,2.85E-06,-7.12E-06,-5.57E-06,-2.42E-05,2.85E-06,-4.01E-02,2.8408,2.7171,2.8408,-4.01E-02,0.12414,-3.18E+06,6.68E+05,-1.81E+05,1.30E+05,-3.18E+06,6.68E+05,0,9.74E-03,3.87E-08,8.46E-04,0,9.74E-03,0,7.87E+08,7979.6,2.62E+08,0,7.87E+08,-2.42E-05,2.85E-06,-4.01E-02,2.8408,-3.18E+06,6.68E+05,0,9.74E-03,0,7.87E+08
179,1,2.29E-05,-2.42E-05,2.84E-06,-6.77E-06,-5.21E-06,-2.42E-05,2.84E-06,-0.14464,2.8417,2.7195,2.8417,-0.14464,3.73E-02,-2.68E+06,6.39E+05,-1.01E+05,2.28E+05,-2.68E+06,6.39E+05,0,9.74E-03,5.23E-08,8.46E-04,0,9.74E-03,0,7.87E+08,20607,2.62E+08,0,7.87E+08,-2.42E-05,2.84E-06,-0.14464,2.8417,-2.68E+06,6.39E+05,0,9.74E-03,0,7.87E+08
180,1,2.30E-05,-2.42E-05,2.82E-06,-6.42E-06,-4.84E-06,-2.42E-05,2.82E-06,-0.23301,2.841,2.7218,2.841,-0.23301,4.32E-02,-1.83E+06,2.21E+06,-2.36E+05,86743,-1.83E+06,2.21E+06,0,9.74E-03,4.73E-08,8.46E-04,0,9.74E-03,0,7.87E+08,10207,2.62E+08,0,7.87E+08,-2.42E-05,2.82E-06,-0.23301,2.841,-1.83E+06,2.21E+06,0,9.74E-03,0,7.87E+08
181,1,2.31E-05,-2.42E-05,2.80E-06,-6.07E-06,-4.48E-06,-2.42E-05,2.80E-06,-0.20592,2.8399,2.7208,2.8399,-0.20592,3.65E-02,-1.21E+06,2.24E+06,-1.44E+05,2.09E+05,-1.21E+06,2.24E+06,0,9.74E-03,4.10E-08,8.46E-04,0,9.74E-03,0,7.87E+08,16237,2.62E+08,0,7.87E+08,-2.42E-05,2.80E-06,-0.20592,2.8399,-1.21E+06,2.24E+06,0,9.74E-03,0,7.87E+08
182,1,2.32E-05,-2.42E-05,2.79E-06,-5.72E-06,-4.11E-06,-2.42E-05,2.79E-06,-9.11E-02,2.8431,2.7198,2.8431,-9.11E-02,3.57E-02,-7.35E+05,3.05E+06,-1.84E+05,1.27E+05,-7.35E+05,3.05E+06,0,9.74E-03,2.94E-08,8.46E-04,0,9.74E-03,0,7.87E+08,7612.5,2.62E+08,0,7.87E+08,-2.42E-05,2.79E-06,-9.11E-02,2.8431,-7.35E+05,3.05E+06,0,9.74E-03,0,7.87E+08
183,1,2.34E-05,-2.42E-05,2.80E-06,-5.37E-06,-3.75E-06,-2.42E-05,2.80E-06,-3.88E-02,2.8434,2.7209,2.8434,-3.88E-02,0.15299,-7.60E+05,2.46E+06,-1.03E+05,86420,-7.60E+05,2.46E+06,0,9.74E-03,5.35E-08,8.46E-04,0,9.74E-03,0,7.87E+08,16461,2.62E+08,0,7.87E+08,-2.42E-05,2.80E-06,-3.88E-02,2.8434,-7.60E+05,2.46E+06,0,9.74E-03,0,7.87E+08
184,1,2.35E-05,-2.42E-05,2.82E-06,-5.02E-06,-3.38E-06,-2.42E-05,2.82E-06,-4.03E-02,2.846,2.7195,2.846,-4.03E-02,0.2284,-1.44E+06,2.17E+06,-73019,1.15E+05,-1.44E+06,2.17E+06,0,9.74E-03,5.64E-08,8.46E-04,0,9.74E-03,0,7.87E+08,19567,2.62E+08,0,7.87E+08,-2.42E-05,2.82E-06,-4.03E-02,2.846,-1.44E+06,2.17E+06,0,9.74E-03,0,7.87E+08
185,1,2.36E-05,-2.42E-05,2.84E-06,-4.67E-06,-3.02E-06,-2.42E-05,2.84E-06,-3.39E-02,2.8442,2.7149,2.8442,-3.39E-02,0.17096,-2.38E+06,6.37E+05,-1.19E+05,1.41E+05,-2.38E+06,6.37E+05,0,9.74E-03,3.24E-08,8.46E-04,0,9.74E-03,0,7.87E+08,11082,2.62E+08,0,7.87E+08,-2.42E-05,2.84E-06,-3.39E-02,2.8442,-2.38E+06,6.37E+05,0,9.74E-03,0,7.87E+08
186,1,2.37E-05,-2.42E-05,2.85E-06,-4.32E-06,-2.65E-06,-2.42E-05,2.85E-06,-7.59E-02,2.842,2.7161,2.842,-7.59E-02,2.68E-02,-2.75E+06,7.06E+05,-87111,1.90E+05,-2.75E+06,7.06E+05,0,9.74E-03,2.49E-08,8.46E-04,0,9.74E-03,0,7.87E+08,7693.8,2.62E+08,0,7.87E+08,-2.42E-05,2.85E-06,-7.59E-02,2.842,-2.75E+06,7.06E+05,0,9.74E-03,0,7.87E+08
187,1,2.39E-05,-2.42E-05,2.83E-06,-3.97E-06,-2.29E-06,-2.42E-05,2.83E-06,-0.20898,2.8393,2.7204,2.8393,-0.20898,2.62E-02,-2.25E+06,8.01E+05,-2.03E+05,87583,-2.25E+06,8.01E+05,0,9.74E-03,6.34E-08,8.46E-04,0,9.74E-03,0,7.87E+08,22284,2.62E+08,0,7.87E+08,-2.42E-05,2.83E-06,-0.20898,2.8393,-2.25E+06,8.01E+05,0,9.74E-03,0,7.87E+08
188,1,2.40E-05,-2.42E-05,2.81E-06,-3.62E-06,-1.92E-06,-2.42E-05,2.81E-06,-0.22028,2.8391,2.7202,2.8391,-0.22028,4.14E-02,-1.26E+06,2.19E+06,-1.23E+05,95626,-1.26E+06,2.19E+06,0,9.74E-03,4.14E-08,8.46E-04,0,9.74E-03,0,7.87E+08,11498,2.62E+08,0,7.87E+08,-2.42E-05,2.81E-06,-0.22028,2.8391,-1.26E+06,2.19E+06,0,9.74E-03,0,7.87E+08
189,1,2.41E-05,-2.42E-05,2.79E-06,-3.27E-06,-1.56E-06,-2.42E-05,2.79E-06,-0.11923,2.8392,2.7193,2.8392,-0.11923,3.31E-02,-6.66E+05,2.71E+06,-1.41E+05,1.04E+05,-6.66E+05,2.71E+06,0,9.74E-03,1.06E-07,8.46E-04,0,9.74E-03,0,7.87E+08,43466,2.62E+08,0,7.87E+08,-2.42E-05,2.79E-06,-0.11923,2.8392,-6.66E+05,2.71E+06,0,9.74E-03,0,7.87E+08
190,1,2.43E-05,-2.42E-05,2.79E-06,-2.92E-06,-1.20E-06,-2.42E-05,2.79E-06,-2.21E-02,2.8408,2.7204,2.8408,-2.21E-02,0.1062,-7.57E+05,2.07E+06,-1.09E+05,98767,-7.57E+05,2.07E+06,0,9.74E-03,5.43E-08,8.46E-04,0,9.74E-03,0,7.87E+08,16381,2.62E+08,0,7.87E+08,-2.42E-05,2.79E-06,-2.21E-02,2.8408,-7.57E+05,2.07E+06,0,9.74E-03,0,7.87E+08
191,1,2.44E-05,-2.42E-05,2.81E-06,-2.58E-06,-8.30E-07,-2.42E-05,2.81E-06,-2.97E-02,2.8446,2.7175,2.8446,-2.97E-02,0.21057,-9.44E+05,1.79E+06,-76989,97809,-9.44E+05,1.79E+06,0,9.74E-03,7.40E-08,8.46E-04,0,9.74E-03,0,7.87E+08,30266,2.62E+08,0,7.87E+08,-2.42E-05,2.81E-06,-2.97E-02,2.8446,-9.44E+05,1.79E+06,0,9.74E-03,0,7.87E+08
192,1,2.45E-05,-2.42E-05,2.83E-06,-2.23E-06,-4.65E-07,-2.42E-05,2.83E-06,-3.57E-02,2.8444,2.7155,2.8444,-3.57E-02,0.22252,-1.76E+06,9.73E+05,-95985,1.24E+05,-1.76E+06,9.73E+05,0,9.74E-03,7.30E-08,8.46E-04,0,9.74E-03,0,7.87E+08,28584,2.62E+08,0,7.87E+08,-2.42E-05,2.83E-06,-3.57E-02,2.8444,-1.76E+06,9.73E+05,0,9.74E-03,0,7.87E+08
193,1,2.46E-05,-2.42E-05,2.85E-06,-1.88E-06,-1.00E-07,-2.42E-05,2.85E-06,-3.66E-02,2.8442,2.7195,2.8442,-3.66E-02,8.26E-02,-2.36E+06,8.23E+05,-90020,1.36E+05,-2.36E+06,8.23E+05,0,9.74E-03,5.91E-08,8.46E-04,0,9.74E-03,0,7.87E+08,14466,2.62E+08,0,7.87E+08,-2.42E-05,2.85E-06,-3.66E-02,2.8442,-2.36E+06,8.23E+05,0,9.74E-03,0,7.87E+08
194,1,2.48E-05,-2.42E-05,2.85E-06,-1.53E-06,2.65E-07,-2.42E-05,2.85E-06,-0.1631,2.8417,2.722,2.8417,-0.1631,2.65E-02,-2.34E+06,5.21E+05,-85324,1.12E+05,-2.34E+06,5.21E+05,0,9.74E-03,5.11E-08,8.46E-04,0,9.74E-03,0,7.87E+08,20633,2.62E+08,0,7.87E+08,-2.42E-05,2.85E-06,-0.1631,2.8417,-2.34E+06,5.21E+05,0,9.74E-03,0,7.87E+08
195,1,2.49E-05,-2.42E-05,2.82E-06,-1.18E-06,6.29E-07,-2.42E-05,2.82E-06,-0.24256,2.8408,2.7213,2.8408,-0.24256,3.16E-02,-1.40E+06,1.11E+06,-1.30E+05,93551,-1.40E+06,1.11E+06,0,9.74E-03,8.31E-08,8.46E-04,0,9.74E-03,0,7.87E+08,35874,2.62E+08,0,7.87E+08,-2.42E-05,2.82E-06,-0.24256,2.8408,-1.40E+06,1.11E+06,0,9.74E-03,0,7.87E+08
